class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG329,PID10001,RIDALDothan,28,108112.28,29698.92,28935.35
DRG329,PID10006,RIDALBirmingham,23,115708.60,26836.08,26006.34
DRG329,PID10011,RIDALBirmingham,17,76467.29,27889.76,24294.88
DRG329,PID10016,RIDALBirmingham,32,142560.71,29735.09,29031.62
DRG329,PID10023,RIDALMontgomery,18,129017.22,37303.55,33495.55
DRG329,PID10024,RIDALMontgomery,24,101171.95,30995.66,29761.87
DRG329,PID10029,RIDALBirmingham,18,52880.72,27117.33,26039.22
DRG329,PID10033,RIDALBirmingham,38,142991.34,39041.47,38477.18
DRG329,PID10035,RIDALBirmingham,19,159315.42,38150.47,37050.63
DRG329,PID10039,RIDALHuntsville,66,149896.22,35873.48,31076.28
DRG329,PID10040,RIDALBirmingham,15,280695.80,29758.40,21931.06
DRG329,PID10046,RIDALBirmingham,12,142100.75,26218.41,25563.41
DRG329,PID10055,RIDALDothan,17,151093.47,26797.88,26008.29
DRG329,PID10056,RIDALBirmingham,26,63235.42,26442.57,24141.11
DRG329,PID10078,RIDALBirmingham,31,129900.06,29243.16,27525.03
DRG329,PID10085,RIDALHuntsville,22,38676.86,28417.36,26280.36
DRG329,PID10090,RIDALMobile,26,78671.69,26191.50,25457.50
DRG329,PID10092,RIDALTuscaloosa,62,132411.83,31385.66,30245.62
DRG329,PID10100,RIDALMobile,11,120623.54,32044.54,30715.45
DRG329,PID10103,RIDALBirmingham,29,240902.55,36153.31,35266.44
DRG329,PID10104,RIDALBirmingham,18,338452.77,41468.94,39830.27
DRG329,PID10113,RIDALMobile,34,106916.58,32919.35,29804.85
DRG329,PID10114,RIDALBirmingham,22,85121.40,29644.59,27341.50
DRG329,PID10118,RIDALBirmingham,12,119570.58,35255.91,34600.91
DRG329,PID10131,RIDALHuntsville,22,174388.54,27147.72,24186.40
DRG329,PID10139,RIDALBirmingham,20,414187.65,33840.95,31736.35
DRG329,PID10144,RIDALMobile,14,79460.28,27176.28,26053.42
DRG329,PID10149,RIDALMontgomery,16,142973.18,33459.43,31503.43
DRG329,PID20001,RIDAKAnchorage,23,172236.26,58446.47,50683.56
DRG329,PID20012,RIDAKAnchorage,13,109476.92,77566.38,76608.53
DRG329,PID30002,RIDAZPhoenix,41,187034.02,41515.73,39249.07
DRG329,PID30006,RIDAZTucson,30,113308.06,35999.40,35090.76
DRG329,PID30007,RIDAZPhoenix,15,241359.46,52794.13,47644.13
DRG329,PID30010,RIDAZTucson,16,121876.62,34757.62,31835.87
DRG329,PID30011,RIDAZTucson,22,145311.31,33830.31,32127.09
DRG329,PID30012,RIDAZPhoenix,23,89820.08,35487.91,30190.78
DRG329,PID30013,RIDAZPhoenix,22,119406.00,37990.86,37432.09
DRG329,PID30014,RIDAZPhoenix,15,127423.20,33460.53,32638.93
DRG329,PID30016,RIDAZPhoenix,15,137864.80,42549.60,41836.93
DRG329,PID30023,RIDAZPhoenix,15,168107.53,57238.60,56412.66
DRG329,PID30024,RIDAZPhoenix,16,142257.06,42330.31,41418.56
DRG329,PID30030,RIDAZPhoenix,12,90585.00,38430.08,34539.16
DRG329,PID30036,RIDAZMesa,22,208884.68,38442.90,37341.04
DRG329,PID30038,RIDAZPhoenix,19,157864.26,36471.68,35768.52
DRG329,PID30043,RIDAZTucson,12,107076.08,41806.58,41156.83
DRG329,PID30055,RIDAZPhoenix,21,168265.47,42409.80,39389.28
DRG329,PID30061,RIDAZSunCity,26,138405.69,28256.03,26464.88
DRG329,PID30064,RIDAZTucson,20,147624.20,53031.30,46678.95
DRG329,PID30065,RIDAZMesa,24,138052.87,39482.87,36097.66
DRG329,PID30069,RIDAZPhoenix,16,150103.12,35872.06,34771.25
DRG329,PID30085,RIDAZTucson,20,181646.70,31598.90,28979.65
DRG329,PID30087,RIDAZPhoenix,30,143557.93,32392.06,31608.23
DRG329,PID30088,RIDAZMesa,40,124784.27,29089.47,28360.87
DRG329,PID30089,RIDAZPhoenix,18,135104.94,37445.55,36444.66
DRG329,PID30092,RIDAZPhoenix,12,131330.83,34077.75,30770.08
DRG329,PID30093,RIDAZSunCity,29,141666.37,31165.68,30313.58
DRG329,PID30094,RIDAZPhoenix,13,98161.15,35223.69,26249.61
DRG329,PID30103,RIDAZPhoenix,33,114362.96,42486.24,40240.48
DRG329,PID30115,RIDAZPhoenix,11,119835.81,35271.00,34353.54
DRG329,PID30119,RIDAZMesa,11,161724.45,34452.90,33535.54
DRG329,PID30121,RIDAZMesa,20,195875.15,34809.90,33811.65
DRG329,PID30122,RIDAZMesa,17,172346.29,38236.47,33386.11
DRG329,PID30123,RIDAZPhoenix,18,136466.27,35733.05,29385.05
DRG329,PID40004,RIDARSpringdale,28,88050.42,29396.46,26752.92
DRG329,PID40007,RIDARLittleRock,31,122748.38,33342.96,30765.58
DRG329,PID40010,RIDARSpringdale,16,67421.50,26114.62,22837.06
DRG329,PID40014,RIDARLittleRock,18,70187.72,28745.27,26588.38
DRG329,PID40016,RIDARLittleRock,23,136219.56,57325.95,54093.30
DRG329,PID40020,RIDARJonesboro,29,45439.51,31232.89,29726.72
DRG329,PID40022,RIDARSpringdale,21,113356.71,28319.00,27576.52
DRG329,PID40026,RIDARLittleRock,28,107627.10,29713.46,28897.07
DRG329,PID40027,RIDMOSpringfield,20,57943.45,26092.50,25474.70
DRG329,PID40029,RIDARLittleRock,12,71739.16,30851.25,30382.16
DRG329,PID40036,RIDARLittleRock,30,80745.76,27388.86,26341.76
DRG329,PID40055,RIDARFortSmith,30,72166.96,27512.93,26726.93
DRG329,PID40062,RIDARFortSmith,34,84703.05,27164.91,25883.17
DRG329,PID40071,RIDARLittleRock,20,141168.25,36111.80,35104.20
DRG329,PID40078,RIDARLittleRock,11,333470.45,35754.18,34742.63
DRG329,PID40088,RIDARLittleRock,12,124339.50,31335.75,30331.75
DRG329,PID40114,RIDARLittleRock,69,113264.40,31740.84,28505.24
DRG329,PID40118,RIDARJonesboro,12,122145.91,33856.75,33107.33
DRG329,PID40119,RIDARLittleRock,18,114811.88,35526.38,32388.00
DRG329,PID50006,RIDCARedding,23,235705.39,46063.56,45087.56
DRG329,PID50009,RIDCANapa,17,381576.82,64149.47,62126.05
DRG329,PID50013,RIDCANapa,11,344388.72,52272.18,51351.72
DRG329,PID50017,RIDCASacramento,20,231899.65,46037.10,44469.65
DRG329,PID50018,RIDCALosAngeles,13,166634.69,63291.07,62430.15
DRG329,PID50022,RIDCASanBernardino,23,364538.73,55536.56,53454.52
DRG329,PID50025,RIDCASanDiego,24,116228.12,56163.04,55412.37
DRG329,PID50026,RIDCASanDiego,31,228117.09,39884.51,39029.45
DRG329,PID50030,RIDCAChico,11,157817.00,37592.09,36768.81
DRG329,PID50036,RIDCABakersfield,13,215254.00,42760.38,41986.61
DRG329,PID50039,RIDCAChico,47,177446.68,35753.19,34933.72
DRG329,PID50043,RIDCAAlamedaCounty,12,386602.91,64689.16,63612.25
DRG329,PID50047,RIDCASanFrancisco,25,248800.12,58579.64,57858.96
DRG329,PID50056,RIDCALosAngeles,26,167048.53,48018.07,47193.30
DRG329,PID50057,RIDCABakersfield,28,258648.50,53740.64,52776.10
DRG329,PID50058,RIDCALosAngeles,18,237081.22,50808.27,49807.50
DRG329,PID50060,RIDCAFresno,20,173389.10,52500.05,50190.75
DRG329,PID50069,RIDCAOrangeCounty,38,183927.65,38858.36,37204.18
DRG329,PID50077,RIDCASanDiego,37,262320.81,54631.62,52912.16
DRG329,PID50082,RIDCAVentura,15,245801.53,46769.60,46075.73
DRG329,PID50084,RIDCAStockton,26,244038.88,43017.34,42239.84
DRG329,PID50093,RIDCAFresno,62,189693.79,43012.11,41343.50
DRG329,PID50099,RIDCASanBernardino,16,167183.00,36604.18,33216.43
DRG329,PID50100,RIDCASanDiego,33,251780.75,48744.75,47462.30
DRG329,PID50104,RIDCALosAngeles,17,198868.88,57486.00,56457.70
DRG329,PID50107,RIDCASantaBarbara,12,157917.50,38874.25,33586.00
DRG329,PID50108,RIDCASacramento,14,271919.64,50865.92,49985.78
DRG329,PID50110,RIDCASantaBarbara,11,62861.18,42226.54,41132.09
DRG329,PID50112,RIDCALosAngeles,13,145916.61,39282.61,37850.76
DRG329,PID50116,RIDCALosAngeles,24,322169.87,67928.29,42968.08
DRG329,PID50121,RIDCAFresno,14,161541.14,43891.14,43094.00
DRG329,PID50125,RIDCASanJose,14,549826.00,73629.42,72628.00
DRG329,PID50126,RIDCALosAngeles,13,201948.53,56885.84,55940.30
DRG329,PID50128,RIDCASanDiego,21,198042.71,43864.33,43166.52
DRG329,PID50129,RIDCASanBernardino,19,237547.94,46990.84,46163.52
DRG329,PID50133,RIDCASacramento,25,234785.12,62551.76,60973.36
DRG329,PID50145,RIDCASalinas,26,239266.88,62028.57,61119.11
DRG329,PID50150,RIDCASacramento,13,138393.76,36086.92,35136.61
DRG329,PID50153,RIDCASanJose,15,256942.46,48376.40,47472.93
DRG329,PID50168,RIDCAOrangeCounty,20,217885.10,42044.45,40315.95
DRG329,PID50169,RIDCALosAngeles,13,222339.07,35048.53,34100.53
DRG329,PID50174,RIDCASantaRosa,23,357422.17,60692.08,59889.73
DRG329,PID50180,RIDCAContraCostaCounty,45,332675.11,52936.91,49841.51
DRG329,PID50195,RIDCAAlamedaCounty,15,462920.40,65619.46,64722.40
DRG329,PID50224,RIDCAOrangeCounty,52,143330.30,35877.48,33994.03
DRG329,PID50226,RIDCAOrangeCounty,11,260985.36,42523.36,41708.72
DRG329,PID50231,RIDCALosAngeles,15,235910.06,41500.53,38652.40
DRG329,PID50232,RIDCASanLuisObispo,11,278526.45,44222.00,43282.45
DRG329,PID50235,RIDCALosAngeles,29,363165.37,48563.37,47601.62
DRG329,PID50236,RIDCAVentura,11,348450.54,66385.63,64937.45
DRG329,PID50238,RIDCALosAngeles,18,198701.83,43143.94,42335.22
DRG329,PID50242,RIDCASantaCruz,14,259984.57,50651.00,49768.50
DRG329,PID50243,RIDCAPalmSprings/RanchoM,17,376200.64,43024.76,42166.70
DRG329,PID50254,RIDCASacramento,14,233419.28,39999.35,39195.21
DRG329,PID50261,RIDCABakersfield,11,223920.09,44670.63,44159.00
DRG329,PID50262,RIDCALosAngeles,31,190925.51,64352.74,61968.06
DRG329,PID50272,RIDCASanBernardino,12,147384.75,34807.50,33966.58
DRG329,PID50278,RIDCALosAngeles,17,279124.23,42565.70,41907.35
DRG329,PID50280,RIDCARedding,41,168106.09,41626.56,39989.63
DRG329,PID50289,RIDCASanMateoCounty,12,384780.75,59507.41,58312.66
DRG329,PID50290,RIDCALosAngeles,33,136562.96,33553.51,30581.84
DRG329,PID50295,RIDCABakersfield,14,211462.92,41313.21,40590.21
DRG329,PID50300,RIDCASanBernardino,22,260849.45,51616.04,50519.09
DRG329,PID50305,RIDCAAlamedaCounty,20,298051.70,62808.45,61668.70
DRG329,PID50308,RIDCASanJose,28,269847.42,52087.25,51121.53
DRG329,PID50309,RIDCASacramento,20,168716.70,36876.15,35922.00
DRG329,PID50324,RIDCASanDiego,27,270933.07,49798.11,46644.85
DRG329,PID50327,RIDCASanBernardino,17,414658.17,90687.05,89545.82
DRG329,PID50334,RIDCASalinas,23,255528.47,73211.91,72455.86
DRG329,PID50335,RIDCAModesto,24,230954.83,44934.58,44043.83
DRG329,PID50336,RIDCASacramento,13,340862.38,40169.30,39218.76
DRG329,PID50351,RIDCALosAngeles,28,274288.03,43523.28,37396.85
DRG329,PID50353,RIDCALosAngeles,16,236408.37,41168.06,40478.25
DRG329,PID50360,RIDCASanFrancisco,11,294974.81,47143.90,46326.45
DRG329,PID50367,RIDCAContraCostaCounty,16,539495.75,72047.93,71342.50
DRG329,PID50380,RIDCASanJose,26,375892.07,54856.53,49026.26
DRG329,PID50382,RIDCALosAngeles,28,162552.85,46933.07,46057.35
DRG329,PID50390,RIDCASanBernardino,16,158439.06,36887.75,36186.25
DRG329,PID50394,RIDCAVentura,16,257926.81,41080.68,40102.18
DRG329,PID50396,RIDCASantaBarbara,22,160333.68,40785.40,39622.90
DRG329,PID50414,RIDCASacramento,15,199014.13,44817.60,36959.20
DRG329,PID50424,RIDCASanDiego,11,269421.27,52005.45,51185.18
DRG329,PID50438,RIDCALosAngeles,25,277318.28,51323.28,50436.64
DRG329,PID50441,RIDCASanMateoCounty,23,336314.00,72850.52,72015.21
DRG329,PID50444,RIDCAModesto,25,280034.72,57843.16,56832.04
DRG329,PID50454,RIDCASanFrancisco,22,381799.81,88443.27,85857.86
DRG329,PID50455,RIDCABakersfield,19,233624.10,40749.42,40069.26
DRG329,PID50464,RIDCAModesto,12,557900.75,53467.83,52501.83
DRG329,PID50471,RIDCALosAngeles,11,309467.00,52950.63,51675.90
DRG329,PID50481,RIDCALosAngeles,20,309849.00,41072.65,40164.05
DRG329,PID50485,RIDCALosAngeles,32,273739.06,51927.71,49560.50
DRG329,PID50488,RIDCAAlamedaCounty,13,227999.30,52796.84,52102.69
