class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG315,PID240047,RIDMNDuluth,13,15372.00,6401.92,5712.69
DRG315,PID520021,RIDWIMilwaukee,11,19702.90,5756.00,4938.54
DRG315,PID10001,RIDALDothan,18,26014.66,5787.22,4225.66
DRG315,PID10005,RIDALBirmingham,11,10562.27,5408.09,4593.54
DRG315,PID10006,RIDALBirmingham,11,28862.27,5083.18,4368.63
DRG315,PID10016,RIDALBirmingham,11,27124.54,5380.36,4968.72
DRG315,PID10019,RIDALBirmingham,15,13364.40,5296.33,4696.86
DRG315,PID10023,RIDALMontgomery,13,23994.38,6203.00,5506.38
DRG315,PID10029,RIDALBirmingham,15,7255.46,5498.33,4824.46
DRG315,PID10033,RIDALBirmingham,58,38550.60,8505.82,7330.62
DRG315,PID10039,RIDALHuntsville,34,24886.50,6815.23,4427.58
DRG315,PID10056,RIDALBirmingham,11,14094.45,5266.18,3779.27
DRG315,PID10078,RIDALBirmingham,15,26189.33,5200.40,3481.00
DRG315,PID10092,RIDALTuscaloosa,19,16934.21,5627.78,5037.05
DRG315,PID10103,RIDALBirmingham,12,25332.50,5757.83,5102.83
DRG315,PID10104,RIDALBirmingham,11,38189.72,5532.90,4821.27
DRG315,PID10113,RIDALMobile,21,22973.66,6812.04,3938.61
DRG315,PID10139,RIDALBirmingham,24,55030.54,5983.54,4057.41
DRG315,PID30002,RIDAZPhoenix,13,21132.38,6946.84,6163.15
DRG315,PID30006,RIDAZTucson,18,18473.16,6320.88,5821.33
DRG315,PID30011,RIDAZTucson,13,27291.23,5825.53,5049.15
DRG315,PID30012,RIDAZPhoenix,19,22336.36,6732.42,6085.47
DRG315,PID30013,RIDAZPhoenix,16,20593.43,6656.31,6098.31
DRG315,PID30036,RIDAZMesa,13,44633.15,6997.69,5189.00
DRG315,PID30061,RIDAZSunCity,11,26303.63,5222.09,4816.27
DRG315,PID30064,RIDAZTucson,21,28552.00,10254.14,8722.66
DRG315,PID30085,RIDAZTucson,13,24047.38,5704.38,5010.23
DRG315,PID30088,RIDAZMesa,20,20614.95,5843.70,4767.65
DRG315,PID30089,RIDAZPhoenix,23,24719.60,6961.08,5024.52
DRG315,PID30093,RIDAZSunCity,17,25457.41,5598.35,5202.58
DRG315,PID30094,RIDAZPhoenix,11,29217.81,6862.54,5219.18
DRG315,PID30103,RIDAZPhoenix,34,22292.79,8060.11,6068.41
DRG315,PID40007,RIDARLittleRock,16,17265.81,5535.25,4596.56
DRG315,PID40010,RIDARSpringdale,11,16222.81,5204.36,4486.90
DRG315,PID40016,RIDARLittleRock,27,17197.77,7531.81,6996.51
DRG315,PID40020,RIDARJonesboro,24,8118.87,5910.25,5115.08
DRG315,PID40026,RIDARLittleRock,16,15461.00,5452.68,4678.43
DRG315,PID40027,RIDMOSpringfield,11,8930.81,4929.72,4518.09
DRG315,PID40029,RIDARLittleRock,18,13051.77,5232.94,4481.83
DRG315,PID40036,RIDARLittleRock,15,15929.86,5248.00,4497.60
DRG315,PID40088,RIDARLittleRock,11,30138.81,7190.45,4695.81
DRG315,PID40114,RIDARLittleRock,34,23606.17,5715.17,4902.88
DRG315,PID40134,RIDARLittleRock,12,13627.08,4794.25,4139.25
