class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG247,PID10113,RIDALMobile,230,43783.65,10552.97,9130.43
DRG247,PID10001,RIDALDothan,118,61844.96,11087.40,9816.35
DRG247,PID10005,RIDALBirmingham,22,46095.22,11518.45,10698.09
DRG247,PID10006,RIDALBirmingham,94,58569.53,10263.07,9087.42
DRG247,PID10011,RIDALBirmingham,64,46296.46,10955.26,9404.89
DRG247,PID10012,RIDALBirmingham,38,86582.57,10505.68,9624.65
DRG247,PID10016,RIDALBirmingham,105,80243.23,11010.20,9645.97
DRG247,PID10023,RIDALMontgomery,78,53498.71,13255.60,12051.20
DRG247,PID10024,RIDALMontgomery,30,50399.00,11150.30,10287.76
DRG247,PID10029,RIDALBirmingham,58,29573.24,11273.10,9644.08
DRG247,PID10033,RIDALBirmingham,68,65176.76,14003.97,12545.17
DRG247,PID10038,RIDALBirmingham,24,92941.79,10355.45,8595.25
DRG247,PID10039,RIDALHuntsville,150,57082.67,11968.52,9985.47
DRG247,PID10040,RIDALBirmingham,22,137566.18,10289.27,8073.45
DRG247,PID10046,RIDALBirmingham,25,124453.16,10320.00,9332.84
DRG247,PID10055,RIDALDothan,72,97646.80,10218.15,9046.68
DRG247,PID10056,RIDALBirmingham,81,38338.81,10128.86,8914.12
DRG247,PID10078,RIDALBirmingham,117,56615.94,10606.89,9649.88
DRG247,PID10089,RIDALBirmingham,12,60972.08,11263.00,10225.33
DRG247,PID10090,RIDALMobile,67,49517.98,11738.08,8742.52
DRG247,PID10092,RIDALTuscaloosa,166,43303.12,11780.08,10667.92
DRG247,PID10100,RIDALMobile,108,52344.19,10418.27,8533.19
DRG247,PID10103,RIDALBirmingham,158,70744.62,11648.50,10549.12
DRG247,PID10104,RIDALBirmingham,69,81523.30,11314.17,10136.34
DRG247,PID10118,RIDALBirmingham,89,74058.78,13708.42,12695.21
DRG247,PID10131,RIDALHuntsville,18,105101.77,10242.33,8268.44
DRG247,PID10139,RIDALBirmingham,72,102363.65,9899.20,8779.30
DRG247,PID10144,RIDALMobile,28,58931.78,9585.21,8391.17
DRG247,PID20001,RIDAKAnchorage,76,75851.65,18353.11,15356.80
DRG247,PID20006,RIDAKAnchorage,15,121064.46,21896.13,20768.40
DRG247,PID20012,RIDAKAnchorage,22,59367.68,27267.81,26344.54
DRG247,PID20017,RIDAKAnchorage,18,102015.94,18313.44,13713.77
DRG247,PID30002,RIDAZPhoenix,183,76914.06,16427.58,13100.77
DRG247,PID30006,RIDAZTucson,67,51096.13,13393.79,12553.79
DRG247,PID30007,RIDAZPhoenix,35,92169.34,19254.48,16062.05
DRG247,PID30010,RIDAZTucson,59,61007.93,13070.76,10174.57
DRG247,PID30011,RIDAZTucson,28,54746.96,12208.17,9930.25
DRG247,PID30012,RIDAZPhoenix,60,64923.98,15188.05,12232.93
DRG247,PID30013,RIDAZPhoenix,54,66860.53,14671.48,12256.18
DRG247,PID30014,RIDAZPhoenix,21,84031.04,15185.90,10128.19
DRG247,PID30023,RIDAZPhoenix,22,72350.95,21724.54,18461.00
DRG247,PID30024,RIDAZPhoenix,38,106312.81,17880.05,15089.73
DRG247,PID30030,RIDAZPhoenix,73,62573.36,15230.24,13081.95
DRG247,PID30036,RIDAZMesa,36,94925.86,14115.77,11198.16
DRG247,PID30037,RIDAZPhoenix,32,86871.68,16110.21,12780.15
DRG247,PID30038,RIDAZPhoenix,19,72963.94,14930.89,9811.36
DRG247,PID30055,RIDAZPhoenix,43,82149.74,19587.39,12682.48
DRG247,PID30061,RIDAZSunCity,157,67927.28,11691.19,10191.03
DRG247,PID30064,RIDAZTucson,31,70959.64,18883.41,16350.93
DRG247,PID30065,RIDAZMesa,45,66018.24,14168.68,10991.48
DRG247,PID30067,RIDAZPhoenix,12,36802.25,18238.41,17222.08
DRG247,PID30069,RIDAZPhoenix,40,80776.30,13433.90,12300.15
DRG247,PID30085,RIDAZTucson,49,89143.73,11740.00,10651.85
DRG247,PID30087,RIDAZPhoenix,106,69265.13,12589.58,9680.98
DRG247,PID30089,RIDAZPhoenix,101,61298.17,14388.60,11400.52
DRG247,PID30092,RIDAZPhoenix,61,92168.81,13445.63,10836.29
DRG247,PID30093,RIDAZSunCity,65,68399.92,11737.63,10683.66
DRG247,PID30094,RIDAZPhoenix,28,60182.60,14866.75,10425.71
DRG247,PID30100,RIDAZTucson,82,53044.73,10763.41,9732.78
DRG247,PID30101,RIDNVLasVegas,36,154312.55,13271.19,11518.88
DRG247,PID30103,RIDAZPhoenix,28,52545.10,15680.96,11100.96
DRG247,PID30105,RIDAZMesa,97,86972.64,12509.88,9567.98
DRG247,PID30110,RIDAZPhoenix,58,66095.87,13898.10,10942.67
DRG247,PID30111,RIDAZTucson,18,66667.61,16876.66,15999.88
DRG247,PID30114,RIDAZTucson,31,77446.00,10763.83,9818.54
DRG247,PID30115,RIDAZPhoenix,31,76252.29,16280.48,11529.38
DRG247,PID30117,RIDNVLasVegas,14,75877.64,14831.00,10413.78
DRG247,PID30119,RIDAZMesa,24,96951.70,13192.87,10823.58
DRG247,PID30121,RIDAZMesa,63,96017.09,18949.61,11550.03
DRG247,PID30126,RIDAZMesa,66,89676.48,12881.19,11104.51
DRG247,PID30128,RIDAZPhoenix,13,67662.38,11761.84,8792.46
DRG247,PID40004,RIDARSpringdale,91,36637.52,11846.05,8917.29
DRG247,PID40007,RIDARLittleRock,97,57940.53,12209.20,9715.68
DRG247,PID40010,RIDARSpringdale,54,46612.07,11212.25,9114.87
DRG247,PID40014,RIDARLittleRock,71,41512.56,11597.30,9926.64
DRG247,PID40020,RIDARJonesboro,243,24802.50,12186.62,10908.73
DRG247,PID40022,RIDARSpringdale,106,105174.75,12536.00,10790.03
DRG247,PID40026,RIDARLittleRock,100,52690.88,11286.32,9652.48
DRG247,PID40027,RIDMOSpringfield,66,46367.25,11126.77,9213.37
