class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG069,PID10047,RIDALMontgomery,32,5062.59,4277.31,3386.18
DRG069,PID10049,RIDALDothan,17,22034.35,3758.00,2674.82
DRG069,PID10054,RIDALHuntsville,20,23957.70,5708.65,2796.80
DRG069,PID10055,RIDALDothan,17,26806.52,4006.23,2688.11
DRG069,PID10056,RIDALBirmingham,49,12191.95,3857.10,2691.10
DRG069,PID10061,RIDALHuntsville,11,9692.54,4148.00,3433.45
DRG069,PID10065,RIDALBirmingham,13,8942.76,4213.07,2835.38
DRG069,PID30030,RIDAZPhoenix,19,21987.52,5530.68,4524.57
DRG069,PID30036,RIDAZMesa,30,34225.53,4920.13,3595.93
DRG069,PID40039,RIDARJonesboro,16,7429.93,4175.87,3470.37
DRG069,PID50191,RIDCALosAngeles,13,28133.53,6942.69,5579.84
DRG069,PID50195,RIDCAAlamedaCounty,27,55730.03,7226.85,6349.96
DRG069,PID50197,RIDCASanMateoCounty,13,47864.84,5835.84,4805.69
DRG069,PID50351,RIDCALosAngeles,25,37465.40,4983.96,3917.16
DRG069,PID10040,RIDALBirmingham,31,47517.38,3834.00,2894.90
DRG069,PID10045,RIDALTuscaloosa,11,8277.00,4310.27,3287.00
DRG069,PID50557,RIDCAModesto,38,37396.05,5360.84,4444.10
DRG069,PID50761,RIDCALosAngeles,70,54024.87,5613.07,4717.07
DRG069,PID50764,RIDCARedding,33,32183.96,5637.00,4682.33
DRG069,PID60001,RIDCOGreeley,62,16014.69,4818.29,3891.25
DRG069,PID390063,RIDPAErie,22,28376.40,5262.50,3109.04
DRG069,PID10046,RIDALBirmingham,42,31843.14,3987.16,2853.78
DRG069,PID10001,RIDALDothan,37,20688.83,4134.10,3103.40
DRG069,PID10005,RIDALBirmingham,16,14260.00,4273.43,3218.18
DRG069,PID10006,RIDALBirmingham,33,17091.66,3901.36,3120.15
DRG069,PID10010,RIDALHuntsville,42,9614.28,3847.66,2788.85
DRG069,PID10011,RIDALBirmingham,28,18208.00,4641.64,2908.82
DRG069,PID10012,RIDALBirmingham,15,20022.66,3823.46,2850.93
