class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG419,PID10001,RIDALDothan,15,26190.13,6612.40,5635.60
DRG419,PID10011,RIDALBirmingham,16,22091.50,6373.50,5526.50
DRG419,PID10016,RIDALBirmingham,19,34197.31,6497.73,5607.42
DRG419,PID10019,RIDALBirmingham,13,18194.00,6320.15,5009.46
DRG419,PID10023,RIDALMontgomery,12,23279.33,7849.58,7008.58
DRG419,PID10024,RIDALMontgomery,15,29879.00,6970.66,4842.00
DRG419,PID10029,RIDALBirmingham,12,12509.75,6682.16,5744.16
DRG419,PID10033,RIDALBirmingham,15,31067.66,8508.20,7604.73
DRG419,PID10039,RIDALHuntsville,21,29531.38,7404.33,5740.19
DRG419,PID10040,RIDALBirmingham,26,69747.34,6126.61,5301.84
DRG419,PID10046,RIDALBirmingham,11,45363.00,6123.18,5305.72
DRG419,PID10055,RIDALDothan,14,42900.00,6149.21,5181.21
DRG419,PID10056,RIDALBirmingham,22,17935.27,6836.81,4456.27
DRG419,PID10083,RIDALMobile,16,48234.81,6267.75,5283.25
DRG419,PID10090,RIDALMobile,14,22119.50,6038.07,5070.07
DRG419,PID10092,RIDALTuscaloosa,48,35729.68,7645.89,5353.62
DRG419,PID10100,RIDALMobile,14,18936.64,5710.21,4578.21
DRG419,PID10113,RIDALMobile,40,24590.82,6600.12,4711.52
DRG419,PID10131,RIDALHuntsville,14,44215.71,6428.64,4983.21
DRG419,PID10139,RIDALBirmingham,15,84047.13,6012.66,4716.06
DRG419,PID10149,RIDALMontgomery,14,28745.64,7797.14,4802.07
DRG419,PID20001,RIDAKAnchorage,11,37233.18,10005.54,9091.00
DRG419,PID30006,RIDAZTucson,22,28041.63,8007.68,7087.31
DRG419,PID30010,RIDAZTucson,11,45927.72,7480.00,6456.72
DRG419,PID30011,RIDAZTucson,20,37816.45,7037.15,5431.05
DRG419,PID30012,RIDAZPhoenix,22,26919.36,8215.13,7191.86
DRG419,PID30013,RIDAZPhoenix,26,33339.76,8022.76,7034.92
DRG419,PID30016,RIDAZPhoenix,13,28546.76,8130.76,6637.30
DRG419,PID30023,RIDAZPhoenix,12,30567.25,12157.66,11130.66
DRG419,PID30033,RIDAZPhoenix,11,55201.09,8152.54,7338.00
DRG419,PID30038,RIDAZPhoenix,11,53062.09,8876.72,4746.45
DRG419,PID30055,RIDAZPhoenix,13,42011.00,8275.30,7148.23
DRG419,PID30061,RIDAZSunCity,24,43820.58,7178.95,5127.95
DRG419,PID30065,RIDAZMesa,11,29611.54,8442.00,5654.90
DRG419,PID30069,RIDAZPhoenix,17,39724.29,7583.64,6655.17
DRG419,PID30085,RIDAZTucson,24,37258.04,7008.95,5525.33
DRG419,PID30087,RIDAZPhoenix,13,40770.15,7840.76,5067.84
DRG419,PID30088,RIDAZMesa,29,40128.72,6999.89,6030.65
DRG419,PID30092,RIDAZPhoenix,17,34888.05,7705.23,6050.23
DRG419,PID30093,RIDAZSunCity,26,42444.11,6964.15,5840.76
DRG419,PID30094,RIDAZPhoenix,11,28547.54,8237.36,6331.09
DRG419,PID30101,RIDNVLasVegas,17,69954.00,7929.35,6005.05
DRG419,PID30103,RIDAZPhoenix,16,28171.68,8838.25,6911.75
DRG419,PID30114,RIDAZTucson,26,40674.57,6455.23,5109.76
DRG419,PID30115,RIDAZPhoenix,17,37702.64,9158.70,5950.88
DRG419,PID30121,RIDAZMesa,14,62705.71,7875.00,6756.71
DRG419,PID30122,RIDAZMesa,17,34329.52,7338.82,6349.41
DRG419,PID40004,RIDARSpringdale,29,27200.06,6562.58,5554.31
DRG419,PID40014,RIDARLittleRock,16,24400.31,8084.68,5191.93
DRG419,PID40020,RIDARJonesboro,16,12522.62,7464.06,5337.50
DRG419,PID40022,RIDARSpringdale,23,44595.91,6746.21,5764.65
DRG419,PID40026,RIDARLittleRock,15,25532.93,6272.73,5451.13
DRG419,PID40027,RIDMOSpringfield,23,16218.39,6229.04,5203.82
DRG419,PID40036,RIDARLittleRock,14,30631.71,6414.57,4746.35
DRG419,PID40055,RIDARFortSmith,13,21492.30,6813.53,5257.69
DRG419,PID40062,RIDARFortSmith,20,19940.70,6180.40,5171.20
DRG419,PID40114,RIDARLittleRock,39,29383.97,6788.94,5458.51
DRG419,PID40119,RIDARLittleRock,18,25668.27,7078.38,6079.27
DRG419,PID50016,RIDCASanLuisObispo,12,44007.08,7874.83,6839.83
DRG419,PID50026,RIDCASanDiego,32,49752.06,9379.12,7451.93
DRG419,PID50036,RIDCABakersfield,24,43752.66,9570.08,7295.91
DRG419,PID50039,RIDCAChico,13,44538.23,8019.69,6979.69
DRG419,PID50047,RIDCASanFrancisco,20,39453.15,11555.40,10488.00
