class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG253,PID170192,RIDKSWichita,22,33610.81,12415.00,11497.54
DRG253,PID390168,RIDPAPittsburgh,21,62622.95,14075.66,13381.00
DRG253,PID10001,RIDALDothan,49,64586.71,13576.61,12723.79
DRG253,PID10005,RIDALBirmingham,11,38748.45,14054.36,13342.72
DRG253,PID10006,RIDALBirmingham,43,72561.69,12781.76,11913.86
DRG253,PID10010,RIDALHuntsville,13,38257.53,12007.76,11233.92
DRG253,PID10011,RIDALBirmingham,16,52281.18,13087.37,12458.62
DRG253,PID10016,RIDALBirmingham,16,57907.00,13168.81,11676.50
DRG253,PID10023,RIDALMontgomery,34,46177.52,15490.05,14451.58
DRG253,PID10029,RIDALBirmingham,35,32264.37,13929.85,12937.45
DRG253,PID10033,RIDALBirmingham,63,71974.25,19077.68,15840.33
DRG253,PID10038,RIDALBirmingham,14,113216.92,12369.14,10967.57
DRG253,PID10039,RIDALHuntsville,73,87957.10,15633.94,13388.73
DRG253,PID10040,RIDALBirmingham,11,89512.36,12562.00,11738.72
DRG253,PID10046,RIDALBirmingham,18,110890.00,12660.27,11972.05
DRG253,PID10055,RIDALDothan,35,66983.45,12607.00,11843.57
DRG253,PID10056,RIDALBirmingham,27,40821.33,12688.59,11235.03
DRG253,PID10078,RIDALBirmingham,24,51824.00,12782.16,11607.12
DRG253,PID10085,RIDALHuntsville,11,15714.54,12487.27,11406.54
DRG253,PID10086,RIDALBirmingham,13,48544.61,12587.76,11978.23
DRG253,PID10090,RIDALMobile,27,37994.29,12378.66,11796.44
DRG253,PID10092,RIDALTuscaloosa,69,40134.46,14559.30,13601.71
DRG253,PID10100,RIDALMobile,17,55798.29,11958.00,10898.23
DRG253,PID10103,RIDALBirmingham,22,56672.45,14226.22,13513.13
DRG253,PID10104,RIDALBirmingham,23,104506.34,13945.91,12606.86
DRG253,PID10113,RIDALMobile,106,32699.60,13126.81,11518.40
DRG253,PID10139,RIDALBirmingham,17,122589.17,13042.94,9957.70
DRG253,PID10144,RIDALMobile,12,67261.91,12691.00,12124.83
DRG253,PID20001,RIDAKAnchorage,11,81205.90,22204.90,20995.63
DRG253,PID30002,RIDAZPhoenix,33,79930.72,18328.75,17414.21
DRG253,PID30006,RIDAZTucson,43,44033.23,16289.06,15554.93
DRG253,PID30011,RIDAZTucson,25,65129.72,14556.04,13925.96
DRG253,PID30013,RIDAZPhoenix,15,58660.00,16689.60,16092.33
DRG253,PID30016,RIDAZPhoenix,11,86505.27,18806.00,18194.36
DRG253,PID30024,RIDAZPhoenix,18,70305.66,21839.22,17772.33
DRG253,PID30030,RIDAZPhoenix,86,64358.54,18698.80,16509.47
