class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG287,PID10001,RIDALDothan,121,30576.78,6271.82,4903.51
DRG287,PID10005,RIDALBirmingham,19,23755.73,6312.00,5055.94
DRG287,PID10006,RIDALBirmingham,98,26789.68,5853.71,4763.65
DRG287,PID10011,RIDALBirmingham,102,18766.64,5909.91,4913.03
DRG287,PID10012,RIDALBirmingham,35,41424.00,5914.51,4355.22
DRG287,PID10016,RIDALBirmingham,119,37307.48,6221.27,4835.83
DRG287,PID10023,RIDALMontgomery,111,25754.28,7362.56,6215.26
DRG287,PID10024,RIDALMontgomery,56,23040.87,6199.07,4805.01
DRG287,PID10025,RIDALBirmingham,12,15041.58,5934.91,4758.08
DRG287,PID10029,RIDALBirmingham,108,16266.37,6315.16,5355.39
DRG287,PID10033,RIDALBirmingham,169,41243.78,8385.66,6978.23
DRG287,PID10035,RIDALBirmingham,29,28264.37,5840.93,5024.51
DRG287,PID10038,RIDALBirmingham,51,43329.15,5631.76,4598.74
DRG287,PID10039,RIDALHuntsville,254,26539.42,6697.03,5369.75
DRG287,PID10040,RIDALBirmingham,63,66779.71,6314.28,4519.31
DRG287,PID10046,RIDALBirmingham,120,53137.67,5728.83,4615.45
DRG287,PID10055,RIDALDothan,43,28919.13,5686.18,4457.90
DRG287,PID10056,RIDALBirmingham,126,16339.76,5801.34,4538.99
DRG287,PID10065,RIDALBirmingham,26,21549.92,6230.38,5076.50
DRG287,PID10078,RIDALBirmingham,78,28914.33,5922.37,4874.29
DRG287,PID10083,RIDALMobile,80,41013.45,5487.67,4540.67
DRG287,PID10085,RIDALHuntsville,37,14762.45,5869.72,4949.13
DRG287,PID10089,RIDALBirmingham,34,34832.23,6076.52,5285.00
DRG287,PID10090,RIDALMobile,88,22996.51,6416.31,4444.47
DRG287,PID10092,RIDALTuscaloosa,217,23748.78,6811.60,5357.20
DRG287,PID10100,RIDALMobile,68,21022.32,5306.48,4298.07
DRG287,PID10103,RIDALBirmingham,118,29848.68,6461.20,5482.05
DRG287,PID10104,RIDALBirmingham,199,34276.09,6499.83,5171.58
DRG287,PID10113,RIDALMobile,153,22511.93,5831.77,4783.45
DRG287,PID10114,RIDALBirmingham,54,22270.66,5992.92,4886.72
DRG287,PID10118,RIDALBirmingham,88,31198.80,7496.68,6413.90
DRG287,PID10131,RIDALHuntsville,28,43828.89,5696.71,4348.85
DRG287,PID10139,RIDALBirmingham,114,56797.53,5783.62,4418.71
DRG287,PID10144,RIDALMobile,55,27048.36,5685.92,4110.34
DRG287,PID20001,RIDAKAnchorage,52,43169.53,9555.82,8284.80
DRG287,PID20006,RIDAKAnchorage,29,57216.96,12946.65,9594.93
DRG287,PID20012,RIDAKAnchorage,48,40641.72,16469.68,12794.31
DRG287,PID20017,RIDAKAnchorage,14,49010.50,13411.50,5965.50
DRG287,PID30002,RIDAZPhoenix,80,45183.85,8512.26,7059.57
DRG287,PID30006,RIDAZTucson,50,29009.64,7451.42,6509.50
DRG287,PID30007,RIDAZPhoenix,15,55214.80,9556.93,8584.40
DRG287,PID30010,RIDAZTucson,35,34676.85,6821.22,5534.25
DRG287,PID30011,RIDAZTucson,72,33145.70,6298.86,5501.91
DRG287,PID30012,RIDAZPhoenix,49,29027.65,7613.67,6745.59
DRG287,PID30013,RIDAZPhoenix,37,34126.97,7452.86,6362.67
DRG287,PID30014,RIDAZPhoenix,24,35690.04,7302.16,5913.95
DRG287,PID30016,RIDAZPhoenix,26,40415.92,7397.73,6534.34
DRG287,PID30023,RIDAZPhoenix,30,45859.80,12451.86,9010.90
DRG287,PID30024,RIDAZPhoenix,23,48258.04,9530.69,8848.60
DRG287,PID30030,RIDAZPhoenix,37,32187.54,8236.67,7218.81
DRG287,PID30036,RIDAZMesa,40,46622.72,7125.87,5956.70
DRG287,PID30037,RIDAZPhoenix,27,41456.51,9536.70,6279.33
DRG287,PID30038,RIDAZPhoenix,19,48678.78,8141.21,5079.73
DRG287,PID30043,RIDAZTucson,23,24994.82,8310.47,7583.34
DRG287,PID30055,RIDAZPhoenix,27,32344.11,7720.88,6845.18
DRG287,PID30061,RIDAZSunCity,109,43371.44,6340.84,5349.17
DRG287,PID30064,RIDAZTucson,35,38717.51,11267.62,10231.34
DRG287,PID30065,RIDAZMesa,42,33187.23,7928.04,5649.76
DRG287,PID30069,RIDAZPhoenix,64,47122.65,8084.09,6094.75
DRG287,PID30083,RIDAZPhoenix,11,34159.00,7449.45,6732.00
DRG287,PID30085,RIDAZTucson,47,31975.14,6530.34,5248.89
DRG287,PID30087,RIDAZPhoenix,42,37122.11,6533.80,5020.95
DRG287,PID30089,RIDAZPhoenix,94,41088.46,8142.97,5731.13
DRG287,PID30092,RIDAZPhoenix,48,36915.97,7076.60,5615.66
