class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG917,PID10056,RIDALBirmingham,13,20412.92,8083.38,6370.53
DRG917,PID210028,RIDDCWashington,11,8559.72,8046.00,7637.27
DRG917,PID10001,RIDALDothan,13,53962.00,9502.23,8718.53
DRG917,PID10006,RIDALBirmingham,11,34537.27,7799.45,6984.90
DRG917,PID10016,RIDALBirmingham,11,59053.63,9375.72,7735.63
DRG917,PID10023,RIDALMontgomery,13,41633.46,9817.38,9125.69
DRG917,PID10029,RIDALBirmingham,15,18859.86,8499.93,7594.33
DRG917,PID10033,RIDALBirmingham,32,52977.15,12146.43,9795.96
DRG917,PID10035,RIDALBirmingham,13,21950.23,7688.69,6462.92
DRG917,PID10039,RIDALHuntsville,84,32571.92,9193.29,7949.57
DRG917,PID10046,RIDALBirmingham,15,53052.13,7673.93,6850.20
DRG917,PID10054,RIDALHuntsville,13,70191.38,9329.38,8550.61
DRG917,PID10078,RIDALBirmingham,17,24014.82,7922.52,7227.11
DRG917,PID10085,RIDALHuntsville,20,12801.05,8052.75,6404.15
DRG917,PID10089,RIDALBirmingham,19,35853.68,8726.31,7157.84
DRG917,PID10092,RIDALTuscaloosa,23,31876.65,8979.95,8293.69
DRG917,PID10103,RIDALBirmingham,16,54792.06,8841.93,8071.68
DRG917,PID10113,RIDALMobile,13,26058.76,8045.00,5973.61
DRG917,PID10131,RIDALHuntsville,12,92070.83,15228.08,8409.33
DRG917,PID10139,RIDALBirmingham,11,122329.09,7917.18,7330.45
DRG917,PID30002,RIDAZPhoenix,33,42535.63,11282.72,9546.45
DRG917,PID30006,RIDAZTucson,14,34569.64,9707.00,8981.57
DRG917,PID30010,RIDAZTucson,21,27199.66,9024.19,8046.09
DRG917,PID30011,RIDAZTucson,15,39406.73,8825.66,8264.00
DRG917,PID30014,RIDAZPhoenix,22,45659.50,9625.40,9165.22
DRG917,PID30024,RIDAZPhoenix,15,54156.06,12993.93,12222.53
DRG917,PID30030,RIDAZPhoenix,22,41580.81,11428.54,10315.81
DRG917,PID30036,RIDAZMesa,16,48853.50,9505.62,9030.06
DRG917,PID30061,RIDAZSunCity,12,49874.41,9809.33,9062.58
DRG917,PID30064,RIDAZTucson,11,63066.63,16031.36,14847.81
DRG917,PID30065,RIDAZMesa,14,38463.78,9809.57,9169.57
DRG917,PID30085,RIDAZTucson,24,54012.87,9020.25,7995.75
DRG917,PID30087,RIDAZPhoenix,11,56700.90,11448.90,10731.36
DRG917,PID30088,RIDAZMesa,17,28061.35,8976.76,7620.88
DRG917,PID30089,RIDAZPhoenix,20,39565.15,10403.25,8756.20
DRG917,PID30092,RIDAZPhoenix,16,53396.75,9979.93,8080.06
DRG917,PID30093,RIDAZSunCity,20,48851.45,8881.75,8032.75
DRG917,PID30119,RIDAZMesa,11,50302.72,9121.09,8712.36
DRG917,PID30126,RIDAZMesa,13,44314.92,9408.76,8806.61
DRG917,PID40004,RIDARSpringdale,11,66487.18,10034.27,9213.90
DRG917,PID40016,RIDARLittleRock,21,33716.85,12725.38,11570.28
DRG917,PID40020,RIDARJonesboro,12,13972.66,9091.66,8159.00
DRG917,PID40026,RIDARLittleRock,14,34919.14,8826.50,7673.57
DRG917,PID40027,RIDMOSpringfield,17,16588.94,7530.70,6382.64
DRG917,PID40055,RIDARFortSmith,38,18099.76,8038.23,7180.23
DRG917,PID40062,RIDARFortSmith,13,34720.30,9048.38,8269.61
DRG917,PID40114,RIDARLittleRock,16,36220.37,9885.18,9126.56
DRG917,PID50007,RIDCASanMateoCounty,16,34758.56,9422.62,8785.87
DRG917,PID50024,RIDCASanDiego,16,35856.56,13400.12,12482.37
DRG917,PID50025,RIDCASanDiego,15,36842.66,16495.93,15821.00
