class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG308,PID10001,RIDALDothan,61,25886.55,7167.68,6033.08
DRG308,PID10005,RIDALBirmingham,16,13262.93,7225.87,6526.37
DRG308,PID10006,RIDALBirmingham,36,31553.83,6586.33,5845.52
DRG308,PID10011,RIDALBirmingham,18,24363.77,6721.94,6033.72
DRG308,PID10012,RIDALBirmingham,12,32328.58,6238.75,5489.41
DRG308,PID10016,RIDALBirmingham,25,50356.08,6852.60,6316.92
DRG308,PID10019,RIDALBirmingham,20,14348.80,6794.85,6173.85
DRG308,PID10023,RIDALMontgomery,32,30786.68,8161.68,7328.06
DRG308,PID10024,RIDALMontgomery,19,28066.47,7336.00,6450.68
DRG308,PID10029,RIDALBirmingham,36,14020.30,6990.30,6241.25
DRG308,PID10033,RIDALBirmingham,37,28210.24,9361.37,8199.75
DRG308,PID10035,RIDALBirmingham,32,23974.09,6768.71,5998.46
DRG308,PID10039,RIDALHuntsville,183,27730.07,7540.99,6475.79
DRG308,PID10040,RIDALBirmingham,13,80824.92,7266.61,5532.30
DRG308,PID10046,RIDALBirmingham,27,46755.37,6706.48,5559.18
DRG308,PID10054,RIDALHuntsville,17,35794.58,6942.05,6281.82
DRG308,PID10055,RIDALDothan,23,34178.43,6502.34,5340.30
DRG308,PID10056,RIDALBirmingham,33,21439.15,6860.75,6207.45
DRG308,PID10062,RIDALDothan,11,11482.90,7069.36,6094.63
DRG308,PID10065,RIDALBirmingham,13,8992.69,6817.30,5864.38
DRG308,PID10078,RIDALBirmingham,39,25621.25,6695.89,5691.89
DRG308,PID10085,RIDALHuntsville,23,8904.60,6573.95,5661.39
DRG308,PID10089,RIDALBirmingham,21,28506.61,7058.00,6303.33
DRG308,PID10090,RIDALMobile,53,16668.77,6360.00,5512.90
DRG308,PID10092,RIDALTuscaloosa,73,25076.52,7440.35,6670.60
DRG308,PID10100,RIDALMobile,14,15005.92,6018.92,5138.64
DRG308,PID10101,RIDALBirmingham,12,26970.50,8086.75,7245.75
DRG308,PID10103,RIDALBirmingham,23,37859.04,7713.95,6438.65
DRG308,PID10104,RIDALBirmingham,26,70390.19,9677.03,8763.19
DRG308,PID10113,RIDALMobile,50,22995.42,6626.00,5950.00
DRG308,PID10114,RIDALBirmingham,18,30094.61,7154.00,6088.50
DRG308,PID10118,RIDALBirmingham,17,26039.82,8334.41,7742.64
DRG308,PID10131,RIDALHuntsville,24,37217.50,6483.37,5548.04
DRG308,PID10139,RIDALBirmingham,27,68922.11,6290.00,5496.96
DRG308,PID10144,RIDALMobile,16,17483.75,5989.00,5285.50
DRG308,PID10149,RIDALMontgomery,23,28489.91,7506.47,6676.73
DRG308,PID20001,RIDAKAnchorage,19,30533.68,10800.52,9230.21
DRG308,PID30002,RIDAZPhoenix,29,34207.86,9395.00,8458.34
DRG308,PID30006,RIDAZTucson,47,25359.31,8626.76,7862.85
DRG308,PID30010,RIDAZTucson,30,34965.50,7922.16,7098.43
DRG308,PID30011,RIDAZTucson,30,34328.43,7360.83,6455.96
DRG308,PID30012,RIDAZPhoenix,21,19118.57,8665.09,7970.42
DRG308,PID30013,RIDAZPhoenix,45,23483.88,8392.75,7644.48
