class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG885,PID10085,RIDALHuntsville,236,9930.83,4986.83,4219.28
DRG885,PID10092,RIDALTuscaloosa,38,18125.89,5505.13,4347.39
DRG885,PID10104,RIDALBirmingham,228,35241.60,6163.48,4283.56
DRG885,PID10113,RIDALMobile,12,15418.16,4855.00,4197.33
DRG885,PID50248,RIDCASalinas,133,38953.12,12753.27,11872.90
DRG885,PID50257,RIDCABakersfield,493,18363.68,8743.44,8052.61
DRG885,PID90003,RIDDCWashington,112,12051.48,12134.80,11464.08
DRG885,PID90006,RIDDCWashington,204,13448.31,8112.56,7117.04
DRG885,PID90011,RIDDCWashington,44,25219.31,8767.63,7835.75
DRG885,PID100001,RIDFLJacksonville,622,13975.74,8935.71,8083.53
DRG885,PID100006,RIDFLOrlando,25,19293.32,6087.80,5300.52
DRG885,PID100007,RIDFLOrlando,100,19398.51,5782.56,4909.90
DRG885,PID100009,RIDFLMiami,"1,113",22075.21,7109.27,6406.59
DRG885,PID100012,RIDFLFortMyers,59,13564.57,5698.69,4192.03
DRG885,PID100018,RIDFLFortMyers,67,16902.04,5525.11,4437.41
DRG885,PID100019,RIDFLOrlando,18,17258.50,4837.00,4133.66
DRG885,PID100022,RIDFLMiami,356,12249.22,13430.02,12686.60
DRG885,PID100029,RIDFLMiami,"1,328",25631.31,6736.67,6003.91
DRG885,PID100030,RIDFLOrlando,14,14958.35,5528.57,4787.50
DRG885,PID100034,RIDFLMiami,11,21306.81,7224.09,6818.27
DRG885,PID110036,RIDGASavannah,232,19399.52,6700.98,5849.28
DRG885,PID140166,RIDILSpringfield,306,9515.53,5782.84,4727.81
DRG885,PID140172,RIDILBlueIsland,17,12647.70,6366.47,5637.76
DRG885,PID140177,RIDILChicago,677,13137.18,8191.81,7450.47
DRG885,PID140180,RIDILChicago,"1,487",20178.43,8165.69,7368.63
DRG885,PID210023,RIDDCWashington,16,8180.43,7689.75,6986.25
DRG885,PID10029,RIDALBirmingham,88,9009.39,5167.10,4214.57
DRG885,PID10033,RIDALBirmingham,18,23252.00,8495.27,5418.77
DRG885,PID10038,RIDALBirmingham,11,14154.54,4686.45,3974.81
DRG885,PID10040,RIDALBirmingham,119,39277.06,5128.43,3687.44
DRG885,PID10078,RIDALBirmingham,12,13107.00,4871.08,4446.58
DRG885,PID10001,RIDALDothan,295,17627.12,5175.62,4218.35
DRG885,PID10006,RIDALBirmingham,139,10376.13,4912.09,4006.09
DRG885,PID10010,RIDALHuntsville,75,7605.58,4709.09,3880.18
DRG885,PID10011,RIDALBirmingham,32,11076.00,5165.09,4265.93
DRG885,PID10021,RIDALDothan,148,10753.73,5304.77,4468.10
DRG885,PID10114,RIDALBirmingham,11,16315.90,5012.72,3733.36
DRG885,PID10131,RIDALHuntsville,82,15547.86,4642.68,3646.25
DRG885,PID10139,RIDALBirmingham,18,47264.77,4609.00,3782.83
DRG885,PID20001,RIDAKAnchorage,57,44884.57,8387.77,7543.35
DRG885,PID20012,RIDAKAnchorage,81,30892.18,13035.79,12033.98
DRG885,PID30093,RIDAZSunCity,11,32548.36,5819.00,4176.09
DRG885,PID30111,RIDAZTucson,268,14455.20,8178.89,7219.14
DRG885,PID40007,RIDARLittleRock,385,19180.96,5339.35,4333.97
DRG885,PID40014,RIDARLittleRock,278,12892.23,5080.97,4228.66
DRG885,PID40016,RIDARLittleRock,226,20463.32,7195.15,6308.36
DRG885,PID40020,RIDARJonesboro,240,6087.92,5635.72,4697.41
DRG885,PID40022,RIDARSpringdale,138,18859.51,5191.87,4395.77
DRG885,PID40076,RIDARLittleRock,11,6498.72,5304.27,4692.63
DRG885,PID40084,RIDARLittleRock,79,15089.26,4968.27,3986.63
DRG885,PID40114,RIDARLittleRock,277,10663.18,5141.12,4136.75
DRG885,PID50002,RIDCAAlamedaCounty,15,52002.20,9965.00,9516.46
DRG885,PID50013,RIDCANapa,35,57207.37,8716.71,7671.28
DRG885,PID50024,RIDCASanDiego,"1,696",33469.03,8192.84,7420.41
DRG885,PID50026,RIDCASanDiego,11,40605.81,6648.63,5805.45
DRG885,PID50039,RIDCAChico,363,32685.54,6403.51,5613.96
DRG885,PID50043,RIDCAAlamedaCounty,11,34428.72,8811.00,8099.36
DRG885,PID50056,RIDCALosAngeles,113,13243.53,7552.69,6603.49
DRG885,PID50060,RIDCAFresno,539,24182.32,9226.05,8359.56
DRG885,PID50077,RIDCASanDiego,11,29420.81,8016.81,7402.27
DRG885,PID50093,RIDCAFresno,11,26768.00,6625.36,5802.09
DRG885,PID50103,RIDCALosAngeles,363,26883.51,10027.19,9373.87
DRG885,PID50104,RIDCALosAngeles,377,18125.80,10093.62,9263.69
DRG885,PID50108,RIDCASacramento,23,22126.78,7904.95,7319.91
DRG885,PID50115,RIDCASanDiego,199,20508.63,6321.23,5577.91
DRG885,PID50135,RIDCALosAngeles,"1,050",11547.51,9056.66,8469.13
DRG885,PID50242,RIDCASantaCruz,244,59036.51,8418.45,7649.38
DRG885,PID50245,RIDCASanBernardino,17,24861.94,11933.70,10642.58
DRG885,PID50276,RIDCAContraCostaCounty,12,26860.58,17724.00,16901.25
DRG885,PID50277,RIDCALosAngeles,818,19612.17,9493.29,8741.62
DRG885,PID50292,RIDCASanBernardino,396,25379.92,8936.87,8242.49
DRG885,PID50315,RIDCABakersfield,178,35154.94,12131.60,10919.79
DRG885,PID50360,RIDCASanFrancisco,47,78034.53,8024.63,7261.93
DRG885,PID50373,RIDCALosAngeles,12,144522.66,25270.16,23265.08
DRG885,PID50378,RIDCALosAngeles,418,14833.47,9622.03,8901.58
DRG885,PID50380,RIDCASanJose,11,59783.27,13277.81,4087.72
DRG885,PID50382,RIDCALosAngeles,208,9637.04,8273.00,7569.02
DRG885,PID50396,RIDCASantaBarbara,177,19259.01,6954.11,5954.89
DRG885,PID50438,RIDCALosAngeles,11,27942.72,6850.18,5810.54
DRG885,PID50485,RIDCALosAngeles,15,38036.00,7277.73,6938.13
DRG885,PID50488,RIDCAAlamedaCounty,11,33647.18,8176.90,7353.63
DRG885,PID50516,RIDCASacramento,34,38658.61,7752.11,7060.47
DRG885,PID50531,RIDCALosAngeles,292,22589.80,8608.50,7700.81
DRG885,PID50543,RIDCAOrangeCounty,179,31164.00,9885.27,8351.27
DRG885,PID50567,RIDCAOrangeCounty,11,35507.36,6014.72,5197.27
DRG885,PID50570,RIDCAOrangeCounty,13,40832.53,8396.61,7680.69
