class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG473,PID140127,RIDILBloomington,12,53258.00,21171.00,9419.08
DRG473,PID390133,RIDPAAllentown,22,80482.18,14250.50,11845.50
DRG473,PID420087,RIDSCCharleston,33,40148.93,11489.57,10468.24
DRG473,PID30011,RIDAZTucson,18,59996.05,12224.27,10052.88
DRG473,PID10001,RIDALDothan,29,38770.44,11485.79,10093.89
DRG473,PID10006,RIDALBirmingham,17,36935.52,10208.41,8968.88
DRG473,PID10011,RIDALBirmingham,14,23604.07,11312.00,10186.85
DRG473,PID10016,RIDALBirmingham,16,31326.81,11543.50,10413.50
DRG473,PID10019,RIDALBirmingham,21,19363.23,11192.47,9967.61
DRG473,PID10023,RIDALMontgomery,77,28614.89,13294.88,12035.55
DRG473,PID10024,RIDALMontgomery,50,28056.12,11433.46,10265.90
DRG473,PID10029,RIDALBirmingham,42,22520.73,11864.14,10765.95
DRG473,PID10033,RIDALBirmingham,27,52714.18,14674.22,11982.74
DRG473,PID10039,RIDALHuntsville,132,54951.40,12420.35,10667.20
DRG473,PID10040,RIDALBirmingham,63,77617.09,11430.68,8609.44
DRG473,PID10055,RIDALDothan,27,44454.55,10633.37,9482.33
DRG473,PID10056,RIDALBirmingham,90,22103.01,10642.80,9340.60
DRG473,PID10089,RIDALBirmingham,31,31814.54,11611.80,10415.41
DRG473,PID10090,RIDALMobile,37,27616.00,11265.86,8888.70
DRG473,PID10092,RIDALTuscaloosa,58,32013.39,12209.13,10927.56
DRG473,PID10103,RIDALBirmingham,16,70678.56,12081.43,10002.50
DRG473,PID10104,RIDALBirmingham,28,80925.57,11908.92,10740.00
DRG473,PID10113,RIDALMobile,96,21514.48,10816.58,9408.43
DRG473,PID10131,RIDALHuntsville,80,67816.67,10722.01,9488.90
DRG473,PID10139,RIDALBirmingham,95,58186.20,9567.55,8063.37
DRG473,PID10145,RIDALTuscaloosa,14,35935.64,13392.00,12266.85
DRG473,PID10168,RIDGAColumbus,25,31863.44,11585.68,10276.84
DRG473,PID20001,RIDAKAnchorage,38,46312.21,17798.55,16117.81
DRG473,PID20017,RIDAKAnchorage,30,71744.40,18290.80,13014.00
DRG473,PID30006,RIDAZTucson,24,37996.95,14106.66,12579.45
DRG473,PID30010,RIDAZTucson,15,53533.33,13244.60,12425.13
DRG473,PID30023,RIDAZPhoenix,41,37523.02,21757.75,19990.00
DRG473,PID30024,RIDAZPhoenix,58,104440.75,18309.72,15919.27
DRG473,PID30038,RIDAZPhoenix,21,66503.04,14499.09,9344.85
DRG473,PID30065,RIDAZMesa,14,55484.21,14661.78,11853.57
DRG473,PID30085,RIDAZTucson,39,57416.23,12482.43,10381.48
DRG473,PID30087,RIDAZPhoenix,14,58604.21,13010.57,9376.00
DRG473,PID30108,RIDAZPhoenix,33,35738.60,12106.03,9685.00
DRG473,PID40004,RIDARSpringdale,15,39820.20,12082.26,9827.20
DRG473,PID40007,RIDARLittleRock,58,37026.36,12303.55,11028.67
DRG473,PID40016,RIDARLittleRock,14,39679.57,16349.42,14009.42
DRG473,PID40020,RIDARJonesboro,28,15524.25,12686.67,11605.39
DRG473,PID40026,RIDARLittleRock,40,32677.02,11924.27,10360.47
DRG473,PID40036,RIDARLittleRock,12,34228.08,11253.00,10315.00
DRG473,PID40055,RIDARFortSmith,18,54664.16,13171.72,8581.22
DRG473,PID40062,RIDARFortSmith,14,30706.07,11693.35,8513.42
DRG473,PID40114,RIDARLittleRock,20,28608.85,11763.45,9726.05
DRG473,PID40118,RIDARJonesboro,69,27329.39,12537.17,10786.71
DRG473,PID40137,RIDARLittleRock,13,35036.61,11157.00,8404.30
DRG473,PID40147,RIDARLittleRock,96,23251.09,10645.48,9331.93
DRG473,PID50006,RIDCARedding,14,93202.78,16588.00,15541.42
DRG473,PID50008,RIDCASanFrancisco,11,62485.18,20070.27,14863.90
