class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG195,PID10001,RIDALDothan,20,12034.15,4021.00,2953.60
DRG195,PID10005,RIDALBirmingham,23,10862.82,4019.65,3233.56
DRG195,PID10006,RIDALBirmingham,50,17759.50,3966.14,2636.38
DRG195,PID10007,RIDALDothan,41,10825.58,3643.36,2850.48
DRG195,PID10008,RIDALMontgomery,17,14767.58,5149.23,4157.94
DRG195,PID10009,RIDALBirmingham,14,28750.50,3814.00,2929.14
DRG195,PID10010,RIDALHuntsville,16,7877.75,3688.43,2606.75
DRG195,PID10011,RIDALBirmingham,48,17000.50,3970.45,2893.68
DRG195,PID10012,RIDALBirmingham,49,18861.65,3947.28,2605.69
DRG195,PID10016,RIDALBirmingham,28,21053.57,4146.67,2790.17
DRG195,PID10019,RIDALBirmingham,50,10615.82,3951.02,2961.26
DRG195,PID10022,RIDGARome,20,13947.00,4794.00,3898.00
DRG195,PID10023,RIDALMontgomery,16,19777.37,4756.00,3704.75
DRG195,PID10024,RIDALMontgomery,28,13909.96,3958.39,3115.10
DRG195,PID10027,RIDALDothan,16,6500.75,4455.00,3399.75
DRG195,PID10029,RIDALBirmingham,27,8029.03,4000.29,3206.07
DRG195,PID10032,RIDALBirmingham,17,12411.35,4245.52,3516.82
DRG195,PID10033,RIDALBirmingham,39,15011.53,5899.69,3943.43
DRG195,PID10034,RIDALMontgomery,13,7537.15,4151.61,3372.84
DRG195,PID10035,RIDALBirmingham,40,13493.42,3886.12,2951.55
DRG195,PID10036,RIDFLPensacola,35,15642.60,4270.34,2880.51
DRG195,PID10038,RIDALBirmingham,24,18011.87,4013.25,2639.20
DRG195,PID10039,RIDALHuntsville,40,16081.72,4352.35,3142.02
DRG195,PID10040,RIDALBirmingham,45,37044.35,3786.84,2677.33
DRG195,PID10044,RIDMSTupelo,23,13579.65,3905.04,2911.95
DRG195,PID10045,RIDALTuscaloosa,20,11200.95,4078.40,3345.80
DRG195,PID10046,RIDALBirmingham,34,35684.61,3812.23,2542.91
DRG195,PID10047,RIDALMontgomery,12,5326.33,4179.25,2998.00
DRG195,PID10049,RIDALDothan,36,23773.36,3698.69,2916.13
DRG195,PID10050,RIDALBirmingham,17,11539.52,4218.29,3234.52
DRG195,PID10052,RIDALBirmingham,14,4078.35,4760.00,3879.71
DRG195,PID10054,RIDALHuntsville,35,23440.51,4570.54,2930.65
DRG195,PID10055,RIDALDothan,11,21806.18,4780.90,1999.63
DRG195,PID10056,RIDALBirmingham,45,13765.11,4381.95,2349.86
DRG195,PID10058,RIDALTuscaloosa,14,6553.57,4632.21,3913.64
DRG195,PID10061,RIDALHuntsville,39,8786.56,4089.66,3124.02
DRG195,PID10062,RIDALDothan,19,6758.42,4060.10,3227.68
DRG195,PID10065,RIDALBirmingham,15,6903.53,4145.46,2817.53
DRG195,PID10066,RIDFLPensacola,20,8332.30,4151.20,3198.60
DRG195,PID10069,RIDALDothan,27,12218.77,4363.92,3614.00
DRG195,PID10078,RIDALBirmingham,24,14729.41,4186.29,2658.41
DRG195,PID10079,RIDALHuntsville,18,7773.38,4306.61,3122.77
DRG195,PID10083,RIDALMobile,35,32647.11,3674.17,2805.48
DRG195,PID10085,RIDALHuntsville,20,4788.10,3887.95,2698.60
DRG195,PID10086,RIDALBirmingham,27,12075.59,3826.07,2427.62
DRG195,PID10089,RIDALBirmingham,20,21066.20,4059.00,3156.60
