class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG291,PID110028,RIDGAAugusta,163,31462.46,9090.06,8390.92
DRG291,PID110091,RIDGAAtlanta,89,24585.56,9543.67,8951.86
DRG291,PID110092,RIDGAMacon,25,16207.48,9052.08,8504.12
DRG291,PID140007,RIDILJoliet,259,43910.33,9063.49,8383.55
DRG291,PID140080,RIDILEvanston,54,44448.51,12957.85,11001.01
DRG291,PID140217,RIDILElgin,91,41925.68,8538.31,7883.59
DRG291,PID170197,RIDKSWichita,16,22708.37,7696.81,7203.56
DRG291,PID210061,RIDMDSalisbury,59,8104.05,7617.83,7027.38
DRG291,PID230092,RIDMIAnnArbor,202,28375.66,8787.78,7934.59
DRG291,PID230208,RIDMILansing,18,10280.33,10390.72,9831.83
DRG291,PID230216,RIDMIDetroit,104,22872.78,8772.01,8225.24
DRG291,PID230217,RIDMIKalamazoo,16,26005.18,8676.93,8112.93
DRG291,PID250025,RIDMSTupelo,19,42954.36,8078.05,7311.89
DRG291,PID250031,RIDMSJackson,88,57915.39,9902.00,8947.85
DRG291,PID260080,RIDMOSt.Louis,12,10843.00,9695.08,8940.58
DRG291,PID260081,RIDMOSt.Louis,99,30392.27,7905.26,7281.86
DRG291,PID300014,RIDMEPortland,24,25724.70,9427.83,7825.12
DRG291,PID300017,RIDNHManchester,48,31908.83,8996.47,8202.66
DRG291,PID300018,RIDMEPortland,75,22458.62,8994.08,8006.06
DRG291,PID300019,RIDNHLebanon,40,18626.97,10587.70,8982.75
DRG291,PID300020,RIDNHManchester,64,19767.28,9987.06,8111.95
DRG291,PID300023,RIDNHManchester,60,26589.73,8777.33,8137.68
DRG291,PID310041,RIDNJCamden,413,67980.55,8955.00,8309.40
DRG291,PID310113,RIDNJCamden,84,46276.42,8751.01,8191.80
DRG291,PID330103,RIDNYBuffalo,48,13460.87,8292.72,7568.97
DRG291,PID330104,RIDNJHackensack,114,54065.41,11687.68,10954.64
DRG291,PID340107,RIDNCGreenville,13,22904.15,10105.46,7518.69
DRG291,PID350002,RIDNDBismarck,93,15841.36,8747.89,8012.56
DRG291,PID350006,RIDNDMinot,52,15146.98,9073.86,8189.42
DRG291,PID360095,RIDOHToledo,26,18645.00,7889.11,7326.80
DRG291,PID360172,RIDOHElyria,82,23532.51,8278.93,7770.89
DRG291,PID370100,RIDTXDallas,30,15314.93,8899.56,8090.43
DRG291,PID390154,RIDPAErie,33,12137.51,6981.27,6470.60
DRG291,PID440070,RIDTNJackson,11,7303.81,7762.36,6942.00
DRG291,PID490045,RIDVAArlington,36,23360.66,10240.55,9712.22
DRG291,PID490046,RIDVANorfolk,123,26130.75,8453.68,7240.73
DRG291,PID490048,RIDVARoanoke,156,28049.24,7950.26,7026.32
DRG291,PID510018,RIDWVCharleston,24,22020.66,8576.16,7789.95
DRG291,PID520028,RIDWIMadison,11,22615.90,9180.18,8162.72
DRG291,PID520030,RIDWIWausau,69,26791.63,8432.15,7748.68
DRG291,PID520113,RIDWIGreenBay,33,30563.69,10617.36,9996.21
DRG291,PID10050,RIDALBirmingham,17,25839.29,9089.05,8495.41
DRG291,PID10054,RIDALHuntsville,26,44515.73,8065.69,7445.57
DRG291,PID10055,RIDALDothan,91,42150.76,7796.08,7022.27
DRG291,PID10157,RIDALBirmingham,17,29728.23,7478.88,6955.58
DRG291,PID10158,RIDALBirmingham,18,23785.50,8360.00,7732.88
DRG291,PID30083,RIDAZPhoenix,27,32188.70,10051.14,9161.55
DRG291,PID50009,RIDCANapa,72,73811.73,12543.51,11726.31
DRG291,PID50013,RIDCANapa,26,89380.65,15091.53,14344.23
DRG291,PID50014,RIDCASacramento,15,38726.46,11363.26,10692.60
DRG291,PID50528,RIDCAModesto,13,43740.84,29024.30,28185.00
DRG291,PID100087,RIDFLSarasota,148,25694.80,8155.62,7401.83
DRG291,PID100284,RIDFLMiami,22,40383.40,14135.00,13417.54
DRG291,PID10001,RIDALDothan,136,34347.91,8535.92,7844.30
DRG291,PID10005,RIDALBirmingham,35,23327.57,8429.54,7794.42
DRG291,PID10006,RIDALBirmingham,138,32650.21,7942.84,7208.10
DRG291,PID10009,RIDALBirmingham,13,52823.30,8031.00,7511.00
DRG291,PID10010,RIDALHuntsville,28,18533.25,7496.46,6469.10
DRG291,PID10011,RIDALBirmingham,69,31104.07,8167.04,7310.92
DRG291,PID10012,RIDALBirmingham,18,25649.61,7227.00,6411.22
DRG291,PID10016,RIDALBirmingham,36,38418.41,8486.02,7020.75
