class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG238,PID70033,RIDCTNewHaven,32,70117.68,25146.03,22800.37
DRG238,PID420087,RIDSCCharleston,32,69252.12,17512.53,16596.75
DRG238,PID10001,RIDALDothan,62,54708.17,17711.45,16083.06
DRG238,PID10006,RIDALBirmingham,41,82020.29,16730.04,15361.34
DRG238,PID10011,RIDALBirmingham,28,46120.96,16340.75,15417.39
DRG238,PID10016,RIDALBirmingham,20,92473.70,17771.25,15057.75
DRG238,PID10023,RIDALMontgomery,72,58854.20,20056.95,18966.59
DRG238,PID10029,RIDALBirmingham,32,38432.50,16443.71,15268.34
DRG238,PID10033,RIDALBirmingham,97,87058.41,22211.97,21019.16
DRG238,PID10039,RIDALHuntsville,112,105963.79,18693.74,16548.32
DRG238,PID10055,RIDALDothan,31,99163.54,16283.16,15378.51
DRG238,PID10056,RIDALBirmingham,42,54509.50,16004.30,14354.59
DRG238,PID10078,RIDALBirmingham,26,99977.61,17733.30,16328.80
DRG238,PID10090,RIDALMobile,16,48986.50,17641.31,14181.25
DRG238,PID10092,RIDALTuscaloosa,31,60463.41,19684.22,17122.00
DRG238,PID10103,RIDALBirmingham,36,85915.27,17895.86,16954.22
DRG238,PID10104,RIDALBirmingham,40,119628.20,17867.60,16966.80
DRG238,PID10113,RIDALMobile,73,47927.06,15959.10,14321.90
DRG238,PID10139,RIDALBirmingham,25,111007.60,15551.84,14290.20
DRG238,PID10144,RIDALMobile,21,50039.33,14549.57,13492.66
DRG238,PID20001,RIDAKAnchorage,11,84752.00,26199.63,25279.27
DRG238,PID20017,RIDAKAnchorage,19,113627.31,33012.57,17471.89
DRG238,PID30002,RIDAZPhoenix,40,79001.55,23994.80,21841.87
DRG238,PID30006,RIDAZTucson,57,67736.26,21053.66,19445.68
DRG238,PID30007,RIDAZPhoenix,22,86980.00,26819.54,26052.09
DRG238,PID30011,RIDAZTucson,38,77326.44,17938.31,16603.65
DRG238,PID30013,RIDAZPhoenix,20,74320.85,20833.45,20049.05
DRG238,PID30024,RIDAZPhoenix,12,130530.66,26442.58,25507.25
DRG238,PID30030,RIDAZPhoenix,157,82223.77,23693.65,21620.31
DRG238,PID30038,RIDAZPhoenix,13,104207.07,22078.23,15898.30
DRG238,PID30055,RIDAZPhoenix,19,88885.63,22435.73,20280.31
DRG238,PID30061,RIDAZSunCity,44,77547.61,18348.93,16569.86
DRG238,PID30062,RIDAZPhoenix,22,68817.27,29098.31,25460.13
DRG238,PID30064,RIDAZTucson,17,94461.00,28326.70,27265.05
DRG238,PID30065,RIDAZMesa,36,79111.08,21847.94,17913.38
DRG238,PID30069,RIDAZPhoenix,16,105542.06,19991.87,19011.37
DRG238,PID30085,RIDAZTucson,13,117206.38,18308.15,17444.76
