class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG292,PID50013,RIDCANapa,26,53579.19,9367.76,8805.46
DRG292,PID50014,RIDCASacramento,33,35138.90,8525.81,7707.39
DRG292,PID60028,RIDCODenver,25,33084.32,6852.68,5644.16
DRG292,PID60030,RIDCOGreeley,31,18665.12,5610.58,4788.93
DRG292,PID70018,RIDCTBridgeport,86,27373.02,7422.93,6693.60
DRG292,PID70019,RIDCTNewHaven,44,20621.40,6643.20,5932.90
DRG292,PID70020,RIDCTHartford,149,27009.50,7060.14,6310.86
DRG292,PID100009,RIDFLMiami,178,50003.88,8068.65,7336.62
DRG292,PID100012,RIDFLFortMyers,260,21122.28,6005.41,5343.70
DRG292,PID100061,RIDFLMiami,36,28687.02,7435.80,6689.13
DRG292,PID10001,RIDALDothan,229,23352.07,6045.81,4916.71
DRG292,PID10005,RIDALBirmingham,54,14110.51,5824.51,5034.48
DRG292,PID10006,RIDALBirmingham,112,21302.34,5400.99,4632.33
DRG292,PID10007,RIDALDothan,13,8746.46,5233.84,4800.92
DRG292,PID10009,RIDALBirmingham,20,44265.70,5537.00,4975.80
DRG292,PID10010,RIDALHuntsville,40,11337.85,5196.15,4490.45
DRG292,PID10011,RIDALBirmingham,64,18117.90,5503.64,4818.32
DRG292,PID10012,RIDALBirmingham,25,23188.00,5387.20,4572.88
DRG292,PID10015,RIDALMobile,14,6745.07,5934.21,5453.64
DRG292,PID10016,RIDALBirmingham,70,28616.77,5759.72,4777.55
DRG292,PID10019,RIDALBirmingham,54,15485.83,5647.38,4877.68
DRG292,PID10021,RIDALDothan,13,8602.61,5942.15,5359.30
DRG292,PID10022,RIDGARome,11,16876.45,6771.81,5948.54
DRG292,PID10023,RIDALMontgomery,146,20002.07,7056.53,5895.36
DRG292,PID10024,RIDALMontgomery,138,21978.67,5884.81,5066.68
DRG292,PID10025,RIDALBirmingham,63,8284.31,6030.46,5263.98
DRG292,PID10029,RIDALBirmingham,153,10777.09,5924.96,5027.00
DRG292,PID10033,RIDALBirmingham,169,22285.68,8030.72,6653.69
DRG292,PID10034,RIDALMontgomery,30,9031.06,6109.40,5359.00
DRG292,PID10035,RIDALBirmingham,87,17605.14,5463.89,4679.72
DRG292,PID10036,RIDFLPensacola,47,16060.68,5445.57,4734.48
DRG292,PID10038,RIDALBirmingham,53,23631.22,5531.58,4561.32
DRG292,PID10039,RIDALHuntsville,201,23122.65,6638.25,5420.93
DRG292,PID10040,RIDALBirmingham,83,50466.55,5466.79,4398.91
DRG292,PID10045,RIDALTuscaloosa,24,16446.08,5687.04,4796.20
DRG292,PID10046,RIDALBirmingham,114,40741.67,5571.23,4631.79
DRG292,PID10047,RIDALMontgomery,15,5312.73,5795.13,5044.73
DRG292,PID10049,RIDALDothan,25,28430.80,5213.72,4587.48
DRG292,PID10050,RIDALBirmingham,14,15375.85,6165.07,5358.78
