class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG469,PID10001,RIDALDothan,14,65490.85,18340.71,16955.14
DRG469,PID10006,RIDALBirmingham,24,101388.37,18775.66,17744.62
DRG469,PID10011,RIDALBirmingham,11,73278.81,22362.00,18620.36
DRG469,PID10023,RIDALMontgomery,13,50748.46,19315.23,18621.07
DRG469,PID10024,RIDALMontgomery,15,62154.80,17080.93,16255.06
DRG469,PID10029,RIDALBirmingham,18,30602.33,17441.72,16503.72
DRG469,PID10033,RIDALBirmingham,18,72602.33,22759.22,19315.33
DRG469,PID10035,RIDALBirmingham,31,58004.09,17419.03,16443.41
DRG469,PID10039,RIDALHuntsville,56,79561.71,18370.05,16869.51
DRG469,PID10040,RIDALBirmingham,16,176043.68,18370.50,17386.00
DRG469,PID10046,RIDALBirmingham,14,157710.64,16556.00,15678.00
DRG469,PID10055,RIDALDothan,14,113305.92,17087.21,13625.85
DRG469,PID10056,RIDALBirmingham,25,52440.20,16629.00,15596.48
DRG469,PID10078,RIDALBirmingham,13,62424.07,17692.76,16826.92
DRG469,PID10085,RIDALHuntsville,11,23916.18,17372.45,16360.81
DRG469,PID10090,RIDALMobile,13,49846.76,17236.46,16288.46
DRG469,PID10092,RIDALTuscaloosa,35,75530.14,20453.94,19523.34
DRG469,PID10100,RIDALMobile,20,58781.75,15792.15,13991.85
DRG469,PID10103,RIDALBirmingham,13,90272.30,18960.69,16138.76
DRG469,PID10104,RIDALBirmingham,20,141898.65,18932.45,17978.25
DRG469,PID10131,RIDALHuntsville,17,94803.94,15161.82,13028.82
DRG469,PID10139,RIDALBirmingham,16,146034.43,17531.81,15004.93
DRG469,PID10168,RIDGAColumbus,12,53910.50,17559.91,16435.91
DRG469,PID30006,RIDAZTucson,17,82478.11,25326.17,24055.64
DRG469,PID30010,RIDAZTucson,11,63960.72,21157.81,20243.27
DRG469,PID30011,RIDAZTucson,11,70780.18,18655.54,17635.18
DRG469,PID30013,RIDAZPhoenix,15,82468.53,21472.60,20500.06
DRG469,PID30014,RIDAZPhoenix,26,77783.38,19085.96,18090.73
DRG469,PID30023,RIDAZPhoenix,15,92833.66,35536.93,34792.93
DRG469,PID30030,RIDAZPhoenix,16,93025.75,26162.31,23089.12
DRG469,PID30036,RIDAZMesa,16,105853.81,20943.18,19958.68
DRG469,PID30038,RIDAZPhoenix,14,98959.71,22258.92,21013.42
DRG469,PID30061,RIDAZSunCity,26,79901.11,18522.15,17609.07
DRG469,PID30065,RIDAZMesa,11,104400.81,27478.00,26569.27
DRG469,PID30069,RIDAZPhoenix,14,103812.64,25416.07,20454.64
DRG469,PID30085,RIDAZTucson,23,79971.95,18688.65,17670.39
DRG469,PID30087,RIDAZPhoenix,32,86665.43,17955.71,15175.31
DRG469,PID30088,RIDAZMesa,27,84081.14,17947.70,17115.11
DRG469,PID30092,RIDAZPhoenix,12,85091.50,18860.41,17881.91
DRG469,PID30093,RIDAZSunCity,22,100227.90,20162.59,19145.13
DRG469,PID30103,RIDAZPhoenix,17,67528.00,24965.41,21234.05
DRG469,PID30119,RIDAZMesa,16,159196.00,26222.68,25238.12
DRG469,PID30121,RIDAZMesa,11,102082.00,24625.63,18162.45
DRG469,PID30122,RIDAZMesa,13,87822.53,19116.46,18253.07
DRG469,PID40007,RIDARLittleRock,27,49122.25,18566.00,16771.44
DRG469,PID40010,RIDARSpringdale,11,56737.18,18522.18,17401.81
DRG469,PID40020,RIDARJonesboro,33,26432.15,19188.45,18306.30
DRG469,PID40026,RIDARLittleRock,20,65425.60,19424.80,18805.35
DRG469,PID40055,RIDARFortSmith,21,67073.66,19735.23,18986.61
DRG469,PID40062,RIDARFortSmith,28,45513.78,16442.53,15480.25
DRG469,PID40078,RIDARLittleRock,15,127092.00,20216.60,17870.60
DRG469,PID40114,RIDARLittleRock,18,56645.05,17750.88,16879.38
DRG469,PID40119,RIDARLittleRock,14,62771.92,20707.64,20146.28
DRG469,PID50007,RIDCASanMateoCounty,14,99108.00,23405.50,22358.92
DRG469,PID50009,RIDCANapa,17,150343.88,27241.00,26321.94
DRG469,PID50017,RIDCASacramento,11,140767.90,27601.00,23104.36
DRG469,PID50025,RIDCASanDiego,13,89088.76,31922.00,30891.84
DRG469,PID50026,RIDCASanDiego,11,112005.00,28442.90,20929.54
DRG469,PID50039,RIDCAChico,29,96234.65,21551.06,20659.89
DRG469,PID50043,RIDCAAlamedaCounty,11,138458.54,27249.45,26123.27
DRG469,PID50047,RIDCASanFrancisco,17,138046.58,38243.64,31425.17
DRG469,PID50056,RIDCALosAngeles,27,101883.66,27973.29,27058.03
DRG469,PID50069,RIDCAOrangeCounty,23,112478.78,23382.39,22452.78
DRG469,PID50077,RIDCASanDiego,12,141624.25,33256.66,32227.00
DRG469,PID50078,RIDCALosAngeles,11,129551.09,22620.27,21611.54
DRG469,PID50093,RIDCAFresno,17,130805.94,29759.52,28964.23
DRG469,PID50112,RIDCALosAngeles,16,151422.81,27982.50,26876.06
DRG469,PID50115,RIDCASanDiego,14,87888.07,21692.71,20814.71
DRG469,PID50116,RIDCALosAngeles,13,166285.07,26694.84,25739.38
DRG469,PID50128,RIDCASanDiego,16,101687.93,24228.43,23249.93
DRG469,PID50133,RIDCASacramento,11,117379.63,28424.63,27498.45
DRG469,PID50145,RIDCASalinas,11,141162.00,29657.90,28537.54
DRG469,PID50153,RIDCASanJose,15,159572.00,29585.00,28681.53
