class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG690,PID140011,RIDMOSt.Louis,129,12852.48,4378.23,3664.62
DRG690,PID200008,RIDMEPortland,30,11979.10,4586.80,3560.36
DRG690,PID390112,RIDPAJohnstown,13,8147.15,4098.84,3233.00
DRG690,PID520100,RIDWIMadison,42,18767.16,4622.97,3771.92
DRG690,PID10001,RIDALDothan,64,20601.17,4385.93,3508.06
DRG690,PID10005,RIDALBirmingham,54,11506.74,4658.38,3641.48
DRG690,PID10006,RIDALBirmingham,97,15745.25,4222.87,3198.50
DRG690,PID10007,RIDALDothan,52,9210.84,4055.96,3453.19
DRG690,PID10008,RIDALMontgomery,35,12095.68,5658.28,4811.88
DRG690,PID10009,RIDALBirmingham,35,23007.34,4352.77,3256.51
DRG690,PID10010,RIDALHuntsville,59,7452.94,4041.22,3092.13
DRG690,PID10011,RIDALBirmingham,108,16804.77,4353.28,3440.81
DRG690,PID10012,RIDALBirmingham,30,16299.63,3937.53,3073.93
DRG690,PID10015,RIDALMobile,14,5499.28,4465.14,3658.85
DRG690,PID10016,RIDALBirmingham,79,22794.43,4310.86,3557.08
DRG690,PID10019,RIDALBirmingham,66,10723.75,4366.31,3708.40
DRG690,PID10021,RIDALDothan,12,8550.50,4623.00,3776.66
DRG690,PID10022,RIDGARome,27,12922.51,5362.96,4615.40
DRG690,PID10023,RIDALMontgomery,64,20549.54,5297.95,4204.78
DRG690,PID10024,RIDALMontgomery,116,16532.74,4763.12,3483.63
DRG690,PID10025,RIDALBirmingham,30,7638.50,4689.90,3637.86
DRG690,PID10027,RIDALDothan,18,5488.05,4898.83,3849.88
DRG690,PID10029,RIDALBirmingham,75,8475.38,4413.01,3558.90
DRG690,PID10033,RIDALBirmingham,124,16997.34,6113.45,4643.08
DRG690,PID10034,RIDALMontgomery,27,6742.07,4721.33,3803.70
DRG690,PID10035,RIDALBirmingham,67,14260.46,4185.74,3369.85
DRG690,PID10036,RIDFLPensacola,52,10780.07,4203.73,3274.15
DRG690,PID10038,RIDALBirmingham,87,23155.40,4052.96,3250.89
DRG690,PID10039,RIDALHuntsville,150,19439.94,4739.96,3846.20
DRG690,PID10040,RIDALBirmingham,79,47271.73,4247.88,3231.06
DRG690,PID10043,RIDALBirmingham,17,6834.17,5164.35,4106.47
DRG690,PID10044,RIDMSTupelo,17,13110.11,4372.88,3518.52
DRG690,PID10045,RIDALTuscaloosa,23,12072.04,4500.82,3621.86
DRG690,PID10046,RIDALBirmingham,65,28815.44,4104.41,3307.73
DRG690,PID10047,RIDALMontgomery,23,4571.86,4494.08,3613.73
DRG690,PID10049,RIDALDothan,67,23987.14,4246.80,3137.04
DRG690,PID10050,RIDALBirmingham,39,13347.48,4813.05,3948.84
DRG690,PID10052,RIDALBirmingham,14,4231.21,5043.57,4248.71
DRG690,PID10054,RIDALHuntsville,51,20813.35,5207.00,3278.09
DRG690,PID10055,RIDALDothan,72,27217.40,4146.27,3237.27
DRG690,PID10056,RIDALBirmingham,89,12747.96,3959.85,3071.71
DRG690,PID10058,RIDALTuscaloosa,14,8812.50,5279.00,4475.00
DRG690,PID10059,RIDALBirmingham,23,11881.82,4627.39,3939.52
DRG690,PID10061,RIDALHuntsville,66,8919.03,4443.33,3590.60
DRG690,PID10062,RIDALDothan,32,5649.68,4441.78,3703.90
DRG690,PID10065,RIDALBirmingham,33,7037.96,4285.33,3262.06
DRG690,PID10069,RIDALDothan,60,10188.00,4736.15,3911.35
DRG690,PID10073,RIDALBirmingham,16,9805.06,4383.37,3607.12
DRG690,PID10078,RIDALBirmingham,62,14998.58,4133.91,3298.17
DRG690,PID10079,RIDALHuntsville,44,10473.50,4556.86,3666.59
DRG690,PID10083,RIDALMobile,62,28730.83,4113.56,3288.50
DRG690,PID10085,RIDALHuntsville,49,6863.14,4266.63,3492.06
DRG690,PID10086,RIDALBirmingham,55,12472.05,4084.58,3291.20
DRG690,PID10087,RIDALMobile,13,6128.07,6387.92,5437.46
DRG690,PID10089,RIDALBirmingham,57,20358.85,4456.22,3587.45
DRG690,PID10090,RIDALMobile,80,12545.11,4066.32,3014.61
DRG690,PID10091,RIDALMobile,20,8106.25,3954.75,3252.05
DRG690,PID10092,RIDALTuscaloosa,246,17724.52,4656.97,3702.60
DRG690,PID10095,RIDALTuscaloosa,20,6766.60,5565.05,4720.85
DRG690,PID10097,RIDALMontgomery,17,5327.52,5076.88,3983.58
DRG690,PID10099,RIDFLPensacola,21,6562.66,4281.52,3480.09
DRG690,PID10100,RIDALMobile,63,13212.34,3881.63,2850.09
DRG690,PID10101,RIDALBirmingham,29,13945.31,4986.13,3980.06
DRG690,PID10103,RIDALBirmingham,80,26028.48,4694.83,3830.65
DRG690,PID10104,RIDALBirmingham,58,31194.01,5004.82,3417.43
DRG690,PID10108,RIDALMontgomery,33,16612.57,3987.48,2853.93
DRG690,PID10109,RIDALTuscaloosa,27,9337.55,6477.44,5604.11
DRG690,PID10112,RIDALBirmingham,46,6803.52,4017.13,3137.47
DRG690,PID10113,RIDALMobile,218,15324.98,4259.35,3356.42
DRG690,PID10114,RIDALBirmingham,62,16684.37,4311.83,3442.16
DRG690,PID10118,RIDALBirmingham,64,16575.54,5247.23,4474.48
DRG690,PID10120,RIDALMobile,32,9779.90,4269.93,3463.31
DRG690,PID10125,RIDALBirmingham,68,10158.50,4383.02,3351.29
DRG690,PID10126,RIDALMontgomery,25,15055.56,4842.00,3989.36
DRG690,PID10128,RIDALMobile,13,4996.69,3870.07,2914.69
DRG690,PID10129,RIDALMobile,24,8188.16,4728.75,3792.08
DRG690,PID10130,RIDALBirmingham,31,13017.41,4908.80,4078.22
DRG690,PID10131,RIDALHuntsville,74,23656.60,4054.04,3109.67
DRG690,PID10139,RIDALBirmingham,159,43965.13,4124.89,3113.09
DRG690,PID10144,RIDALMobile,52,10697.30,3730.63,2976.71
DRG690,PID10145,RIDALTuscaloosa,17,18192.17,5000.76,4085.47
DRG690,PID10146,RIDALBirmingham,17,16276.64,4269.23,3188.35
DRG690,PID10148,RIDALMontgomery,28,6802.85,4188.67,3386.96
DRG690,PID10149,RIDALMontgomery,49,16087.81,4774.55,3975.12
DRG690,PID10150,RIDALMontgomery,16,22425.93,4883.00,3984.93
DRG690,PID10152,RIDALMobile,19,13799.26,4295.21,3462.78
DRG690,PID10157,RIDALBirmingham,28,17347.92,3997.57,3346.60
DRG690,PID10158,RIDALBirmingham,72,12200.02,4306.50,3462.38
DRG690,PID10164,RIDALBirmingham,82,15797.36,4686.81,3674.09
DRG690,PID10169,RIDFLPensacola,24,18040.08,4172.66,3517.66
DRG690,PID20001,RIDAKAnchorage,63,26029.66,6790.87,5753.28
DRG690,PID20006,RIDAKAnchorage,36,20232.66,7951.44,7173.33
DRG690,PID20012,RIDAKAnchorage,12,17562.00,10851.83,10013.50
DRG690,PID20017,RIDAKAnchorage,11,27423.18,6188.36,4713.36
DRG690,PID20018,RIDAKAnchorage,19,4758.84,9336.26,8508.89
DRG690,PID20024,RIDAKAnchorage,24,13167.66,7333.95,6354.20
DRG690,PID20026,RIDAKAnchorage,23,14455.43,9866.08,8982.95
DRG690,PID30002,RIDAZPhoenix,79,22165.73,5969.84,5138.69
DRG690,PID30006,RIDAZTucson,90,16999.92,5271.15,4271.57
DRG690,PID30007,RIDAZPhoenix,19,28338.84,6950.68,6063.73
DRG690,PID30010,RIDAZTucson,46,18701.69,5051.89,4075.63
DRG690,PID30011,RIDAZTucson,63,19743.04,4618.12,3692.55
DRG690,PID30012,RIDAZPhoenix,49,15383.93,5417.65,4503.91
DRG690,PID30013,RIDAZPhoenix,139,18795.93,5332.07,4522.52
DRG690,PID30014,RIDAZPhoenix,44,18463.09,5178.52,4150.93
DRG690,PID30016,RIDAZPhoenix,65,20632.78,5658.30,4684.30
DRG690,PID30023,RIDAZPhoenix,34,27989.82,8196.11,7091.61
DRG690,PID30024,RIDAZPhoenix,54,21319.35,7046.09,5554.64
DRG690,PID30030,RIDAZPhoenix,26,15042.23,5678.61,4685.84
DRG690,PID30033,RIDAZPhoenix,14,40387.85,5603.92,4721.35
DRG690,PID30036,RIDAZMesa,78,27487.46,5182.73,3952.16
DRG690,PID30037,RIDAZPhoenix,13,28000.00,5614.92,4742.30
DRG690,PID30038,RIDAZPhoenix,75,20630.41,5221.58,4226.46
DRG690,PID30043,RIDAZTucson,59,16633.64,6226.44,5347.66
DRG690,PID30055,RIDAZPhoenix,65,18045.80,5474.86,4725.58
DRG690,PID30061,RIDAZSunCity,173,24034.11,4534.04,3709.61
DRG690,PID30062,RIDAZPhoenix,13,15965.46,6665.76,5628.23
DRG690,PID30064,RIDAZTucson,119,18348.36,8044.58,7272.63
DRG690,PID30065,RIDAZMesa,107,20415.05,5450.28,4393.37
DRG690,PID30067,RIDAZPhoenix,15,14027.40,7312.26,6486.40
DRG690,PID30068,RIDAZTucson,26,14429.26,7868.38,6874.38
DRG690,PID30069,RIDAZPhoenix,47,25016.53,5202.04,4125.57
DRG690,PID30071,RIDNMAlbuquerque,30,8958.80,7232.33,6370.86
DRG690,PID30073,RIDAZPhoenix,33,14911.51,7145.93,6332.54
DRG690,PID30078,RIDAZPhoenix,16,9835.87,9377.00,8536.00
DRG690,PID30083,RIDAZPhoenix,19,17339.68,5413.63,4273.68
DRG690,PID30084,RIDNMAlbuquerque,25,6292.08,6249.00,5440.36
DRG690,PID30085,RIDAZTucson,113,20645.38,4609.84,3631.74
DRG690,PID30087,RIDAZPhoenix,87,20238.78,4582.65,3586.47
DRG690,PID30088,RIDAZMesa,139,20044.29,4749.97,3718.15
DRG690,PID30089,RIDAZPhoenix,91,21279.93,5489.40,4371.07
DRG690,PID30092,RIDAZPhoenix,37,22841.48,5041.97,4346.94
DRG690,PID30093,RIDAZSunCity,143,23876.59,4708.30,3881.28
DRG690,PID30094,RIDAZPhoenix,42,17123.14,5373.57,3850.26
DRG690,PID30101,RIDNVLasVegas,60,49717.51,5248.78,4325.08
DRG690,PID30103,RIDAZPhoenix,73,14339.09,6027.02,5289.61
DRG690,PID30110,RIDAZPhoenix,40,17651.37,5510.77,4727.97
DRG690,PID30111,RIDAZTucson,26,15727.50,6998.07,5919.19
DRG690,PID30113,RIDAZPhoenix,19,7752.00,7424.15,6535.52
DRG690,PID30114,RIDAZTucson,51,16611.94,4115.05,3385.09
DRG690,PID30115,RIDAZPhoenix,46,23544.02,5654.06,4605.26
DRG690,PID30117,RIDNVLasVegas,30,27612.86,5151.90,4132.86
DRG690,PID30118,RIDAZPhoenix,31,14630.61,5270.67,4361.90
DRG690,PID30119,RIDAZMesa,52,29153.73,4907.26,3894.32
DRG690,PID30121,RIDAZMesa,48,25522.83,7556.10,4159.91
DRG690,PID30122,RIDAZMesa,28,22933.35,5043.39,3825.07
DRG690,PID30126,RIDAZMesa,13,14196.15,4637.53,3861.23
DRG690,PID30128,RIDAZPhoenix,15,21148.80,4218.66,3394.93
DRG690,PID40001,RIDARSpringdale,54,13840.09,4714.96,3821.85
DRG690,PID40002,RIDARLittleRock,24,5808.04,4846.25,4092.91
DRG690,PID40004,RIDARSpringdale,98,17551.81,4324.73,3421.76
DRG690,PID40007,RIDARLittleRock,106,15952.05,4541.70,3726.82
DRG690,PID40010,RIDARSpringdale,40,13388.35,4090.57,3360.37
DRG690,PID40011,RIDARLittleRock,55,4225.43,4184.34,3488.63
DRG690,PID40014,RIDARLittleRock,153,12731.10,4455.78,3603.58
DRG690,PID40015,RIDARFortSmith,14,9347.00,4724.28,4160.57
DRG690,PID40016,RIDARLittleRock,91,13402.79,6144.27,4925.61
DRG690,PID40017,RIDARSpringdale,98,12482.21,4475.15,3589.03
DRG690,PID40018,RIDARFortSmith,51,19176.49,4085.80,3379.92
DRG690,PID40019,RIDTNMemphis,28,14857.64,4723.00,3878.57
DRG690,PID40020,RIDARJonesboro,122,7780.67,4791.98,3917.63
DRG690,PID40022,RIDARSpringdale,132,20176.22,4492.54,3605.90
DRG690,PID40026,RIDARLittleRock,79,13730.93,4277.29,3424.02
DRG690,PID40027,RIDMOSpringfield,137,6926.18,4085.35,3227.19
DRG690,PID40029,RIDARLittleRock,54,11871.88,4230.09,3433.27
DRG690,PID40036,RIDARLittleRock,104,12553.99,4318.64,3273.87
DRG690,PID40039,RIDARJonesboro,62,9248.46,4522.35,3603.53
DRG690,PID40041,RIDARLittleRock,71,17809.77,4656.42,3723.12
DRG690,PID40042,RIDTNMemphis,56,13452.62,5558.30,4813.80
DRG690,PID40047,RIDARJonesboro,12,6396.66,4324.33,3480.66
DRG690,PID40050,RIDARLittleRock,35,9833.31,4573.28,3404.37
DRG690,PID40051,RIDARLittleRock,59,5992.77,4318.67,3392.42
DRG690,PID40055,RIDARFortSmith,80,11261.96,4449.92,3586.53
DRG690,PID40062,RIDARFortSmith,65,17646.60,4078.32,3209.13
DRG690,PID40067,RIDARLittleRock,18,9149.38,4635.66,3758.77
DRG690,PID40069,RIDTNMemphis,30,13635.10,5940.36,5107.06
DRG690,PID40071,RIDARLittleRock,144,17793.97,4953.86,3944.26
DRG690,PID40072,RIDARLittleRock,49,9841.02,5016.48,4260.16
DRG690,PID40074,RIDARLittleRock,25,9858.08,4124.00,3406.76
DRG690,PID40076,RIDARLittleRock,28,7610.46,4559.78,3635.64
DRG690,PID40078,RIDARLittleRock,47,29602.02,4820.59,3755.61
DRG690,PID40080,RIDARLittleRock,30,27443.53,4480.00,3767.33
DRG690,PID40084,RIDARLittleRock,91,10099.63,4254.43,3425.20
DRG690,PID40085,RIDTNMemphis,25,19568.16,4983.00,4403.32
DRG690,PID40088,RIDARLittleRock,37,17883.16,4603.08,3720.16
DRG690,PID40091,RIDARTexarkana,23,16395.69,4536.69,3830.00
DRG690,PID40114,RIDARLittleRock,171,13950.56,4461.12,3587.07
DRG690,PID40118,RIDARJonesboro,38,14578.15,4718.84,3922.94
DRG690,PID40119,RIDARLittleRock,118,15858.85,4708.02,3793.49
DRG690,PID40137,RIDARLittleRock,33,12962.30,4144.54,3223.21
DRG690,PID50002,RIDCAAlamedaCounty,47,51802.29,9006.72,7744.53
DRG690,PID50006,RIDCARedding,37,28819.89,6221.08,5399.35
DRG690,PID50007,RIDCASanMateoCounty,56,31731.89,6551.10,4933.82
DRG690,PID50008,RIDCASanFrancisco,16,42233.50,6534.68,5640.62
DRG690,PID50009,RIDCANapa,33,31925.21,6428.48,5579.63
