class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG177,PID10001,RIDALDothan,21,48240.09,11634.52,10553.23
DRG177,PID10005,RIDALBirmingham,18,23464.22,11367.22,10686.11
DRG177,PID10006,RIDALBirmingham,83,48418.90,11365.80,9859.32
DRG177,PID10010,RIDALHuntsville,22,29775.04,10556.27,10099.00
DRG177,PID10011,RIDALBirmingham,30,63741.33,12574.60,10958.60
DRG177,PID10016,RIDALBirmingham,24,57383.04,11015.83,10573.08
DRG177,PID10021,RIDALDothan,17,17198.88,10533.35,9937.82
DRG177,PID10024,RIDALMontgomery,15,58056.86,11230.33,10628.66
DRG177,PID10025,RIDALBirmingham,19,18988.94,12106.78,11339.00
DRG177,PID10029,RIDALBirmingham,16,18398.12,11514.62,11025.37
DRG177,PID10033,RIDALBirmingham,44,71961.00,19350.59,13445.06
DRG177,PID10035,RIDALBirmingham,78,37973.87,10646.26,9954.98
DRG177,PID10039,RIDALHuntsville,244,50401.81,12282.90,11647.69
DRG177,PID10040,RIDALBirmingham,55,137230.78,12219.23,11504.09
DRG177,PID10045,RIDALTuscaloosa,12,45600.08,12476.00,11608.75
DRG177,PID10046,RIDALBirmingham,17,88134.41,11324.05,10397.41
DRG177,PID10054,RIDALHuntsville,12,53837.25,15279.00,8679.66
DRG177,PID10055,RIDALDothan,28,62195.46,11714.46,9871.42
DRG177,PID10056,RIDALBirmingham,43,47152.00,11410.00,10665.25
DRG177,PID10059,RIDALBirmingham,18,27987.83,12143.72,11314.00
DRG177,PID10062,RIDALDothan,16,16135.43,11614.43,10908.93
DRG177,PID10065,RIDALBirmingham,32,19568.43,11100.09,10397.59
DRG177,PID10078,RIDALBirmingham,26,49528.73,10920.46,10344.80
DRG177,PID10085,RIDALHuntsville,69,13251.66,11211.01,9993.71
DRG177,PID10086,RIDALBirmingham,14,36735.35,10926.50,9929.50
DRG177,PID10089,RIDALBirmingham,24,49242.62,11416.33,10735.08
DRG177,PID10090,RIDALMobile,26,40922.69,10682.57,9880.80
DRG177,PID10092,RIDALTuscaloosa,110,53989.20,13247.28,11887.95
DRG177,PID10100,RIDALMobile,14,29382.78,9701.07,9056.50
DRG177,PID10103,RIDALBirmingham,17,62564.88,12142.00,11433.70
DRG177,PID10104,RIDALBirmingham,18,114612.00,12644.55,10254.94
DRG177,PID10113,RIDALMobile,53,37811.81,10906.13,10152.73
DRG177,PID10114,RIDALBirmingham,39,41133.94,11324.74,10719.30
DRG177,PID10118,RIDALBirmingham,22,57129.27,13831.59,12988.04
DRG177,PID10126,RIDALMontgomery,13,40799.00,12206.61,11430.30
DRG177,PID10131,RIDALHuntsville,36,71954.19,14578.97,9470.52
DRG177,PID10139,RIDALBirmingham,21,135745.33,11769.28,8457.76
DRG177,PID10149,RIDALMontgomery,12,29983.75,10539.00,8838.08
DRG177,PID10169,RIDFLPensacola,13,43417.38,10371.61,9440.46
DRG177,PID20001,RIDAKAnchorage,18,48690.55,16684.33,15935.00
DRG177,PID20017,RIDAKAnchorage,11,73758.72,15982.09,14855.90
DRG177,PID30002,RIDAZPhoenix,31,102967.29,19013.77,17561.22
DRG177,PID30006,RIDAZTucson,34,45543.64,13831.38,13285.79
DRG177,PID30010,RIDAZTucson,20,42848.10,12924.25,11911.85
DRG177,PID30011,RIDAZTucson,24,59692.08,12296.91,11644.58
DRG177,PID30012,RIDAZPhoenix,15,39587.60,13736.33,13136.86
DRG177,PID30013,RIDAZPhoenix,36,57796.80,14546.13,13657.47
DRG177,PID30014,RIDAZPhoenix,20,45793.00,12166.00,11321.75
DRG177,PID30016,RIDAZPhoenix,19,48170.15,15265.94,14569.26
DRG177,PID30023,RIDAZPhoenix,12,84898.08,24897.66,24242.58
DRG177,PID30024,RIDAZPhoenix,26,73886.19,19238.53,17022.65
DRG177,PID30030,RIDAZPhoenix,15,42536.53,15518.93,14772.80
DRG177,PID30036,RIDAZMesa,21,57280.57,13203.76,11761.66
DRG177,PID30038,RIDAZPhoenix,23,72338.04,14713.52,13203.56
DRG177,PID30055,RIDAZPhoenix,15,44878.53,14493.73,13937.40
DRG177,PID30061,RIDAZSunCity,61,61980.34,11794.93,10864.19
DRG177,PID30064,RIDAZTucson,38,81300.13,23912.00,22644.78
DRG177,PID30065,RIDAZMesa,56,46393.71,13808.14,13142.76
DRG177,PID30069,RIDAZPhoenix,16,83651.06,18213.37,14135.12
DRG177,PID30085,RIDAZTucson,38,50887.47,12176.50,11805.81
DRG177,PID30087,RIDAZPhoenix,44,59584.11,11976.20,11391.02
DRG177,PID30088,RIDAZMesa,62,44698.33,11653.03,10497.96
DRG177,PID30089,RIDAZPhoenix,31,51001.38,13184.38,11823.41
DRG177,PID30092,RIDAZPhoenix,28,47562.46,12719.50,11449.14
DRG177,PID30093,RIDAZSunCity,43,57983.81,12115.72,11491.37
DRG177,PID30094,RIDAZPhoenix,24,46590.16,14359.08,13794.45
DRG177,PID30101,RIDNVLasVegas,12,148276.33,13863.91,13303.25
DRG177,PID30103,RIDAZPhoenix,48,40660.89,15942.02,14062.58
DRG177,PID30114,RIDAZTucson,11,42550.00,11297.45,10382.90
DRG177,PID30115,RIDAZPhoenix,24,51146.00,15783.29,10615.58
DRG177,PID30119,RIDAZMesa,29,68502.34,12598.34,11823.17
DRG177,PID30122,RIDAZMesa,25,36072.48,11933.56,11256.92
DRG177,PID40004,RIDARSpringdale,25,43823.88,13000.92,9879.88
DRG177,PID40007,RIDARLittleRock,37,43889.86,11926.08,11325.43
DRG177,PID40010,RIDARSpringdale,20,35929.70,10814.10,10364.50
DRG177,PID40011,RIDARLittleRock,34,6984.11,11007.88,10373.79
DRG177,PID40014,RIDARLittleRock,70,32202.64,11099.97,10455.40
DRG177,PID40015,RIDARFortSmith,12,18264.50,10690.16,10037.83
DRG177,PID40016,RIDARLittleRock,29,49294.13,16274.79,15197.03
DRG177,PID40017,RIDARSpringdale,22,21675.50,10601.54,9949.86
DRG177,PID40020,RIDARJonesboro,89,16573.65,12225.40,11466.51
DRG177,PID40022,RIDARSpringdale,28,48699.85,11241.67,10357.96
DRG177,PID40026,RIDARLittleRock,42,53528.42,11779.16,10705.54
DRG177,PID40027,RIDMOSpringfield,63,23434.66,10557.60,9728.23
DRG177,PID40029,RIDARLittleRock,58,26560.34,11346.67,10757.37
DRG177,PID40036,RIDARLittleRock,21,16499.71,10401.71,9764.00
DRG177,PID40047,RIDARJonesboro,12,11324.50,9897.08,9145.08
DRG177,PID40055,RIDARFortSmith,81,29736.22,11200.48,10080.04
DRG177,PID40062,RIDARFortSmith,32,54816.90,11122.03,10479.46
DRG177,PID40072,RIDARLittleRock,13,15396.92,12558.15,11705.23
DRG177,PID40078,RIDARLittleRock,17,81190.88,12160.47,11219.11
DRG177,PID40091,RIDARTexarkana,23,31342.34,11310.56,10427.30
DRG177,PID40114,RIDARLittleRock,43,34661.32,11298.37,10515.23
DRG177,PID40118,RIDARJonesboro,19,40224.73,12757.26,11713.63
DRG177,PID40119,RIDARLittleRock,59,36792.61,12094.22,11430.74
DRG177,PID50002,RIDCAAlamedaCounty,51,193382.21,25984.60,24892.88
DRG177,PID50006,RIDCARedding,30,50821.23,15065.03,13954.40
DRG177,PID50007,RIDCASanMateoCounty,34,80941.58,20614.23,14132.52
DRG177,PID50009,RIDCANapa,37,74398.37,15842.40,15258.00
DRG177,PID50013,RIDCANapa,17,100378.29,18834.94,18043.41
DRG177,PID50017,RIDCASacramento,23,77677.86,20278.04,15178.73
DRG177,PID50022,RIDCASanBernardino,27,166323.92,22559.66,21548.03
DRG177,PID50024,RIDCASanDiego,27,56217.37,17724.25,17142.03
DRG177,PID50025,RIDCASanDiego,39,58934.84,24083.94,23235.07
DRG177,PID50026,RIDCASanDiego,37,64036.02,13791.45,12848.35
DRG177,PID50030,RIDCAChico,17,65349.29,15694.64,15097.23
DRG177,PID50036,RIDCABakersfield,25,108086.96,15947.68,14728.40
DRG177,PID50038,RIDCASanJose,15,66406.13,25233.66,24483.26
DRG177,PID50039,RIDCAChico,43,76491.62,13781.37,12946.39
DRG177,PID50042,RIDCAChico,11,50998.63,14513.45,13596.00
DRG177,PID50043,RIDCAAlamedaCounty,32,103556.00,19439.53,18785.25
DRG177,PID50045,RIDCASanDiego,12,92267.66,18796.91,17955.91
DRG177,PID50047,RIDCASanFrancisco,30,101009.90,22784.23,22220.33
DRG177,PID50056,RIDCALosAngeles,53,50398.15,17157.03,16595.26
DRG177,PID50057,RIDCABakersfield,21,61495.04,15947.00,15252.33
DRG177,PID50058,RIDCALosAngeles,71,110131.09,19599.59,18883.98
DRG177,PID50060,RIDCAFresno,18,55681.27,18839.72,16483.72
DRG177,PID50063,RIDCALosAngeles,38,88383.36,22313.71,21765.13
DRG177,PID50069,RIDCAOrangeCounty,33,62920.87,13714.09,13042.42
DRG177,PID50077,RIDCASanDiego,53,75106.83,17611.81,16782.75
DRG177,PID50078,RIDCALosAngeles,15,88765.93,14617.33,14164.53
DRG177,PID50079,RIDCASanFrancisco,21,99357.85,19915.90,19221.23
DRG177,PID50082,RIDCAVentura,47,75553.78,15367.91,14892.91
