class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG066,PID10001,RIDALDothan,33,17605.51,4596.39,3618.93
DRG066,PID10005,RIDALBirmingham,11,17170.27,4691.36,3579.72
DRG066,PID10006,RIDALBirmingham,27,16392.37,4263.55,3252.07
DRG066,PID10010,RIDALHuntsville,12,11045.16,4090.00,3157.33
DRG066,PID10011,RIDALBirmingham,19,19042.89,4405.94,3519.00
DRG066,PID10012,RIDALBirmingham,16,16320.31,4390.81,3397.18
DRG066,PID10016,RIDALBirmingham,12,29767.41,5128.08,3521.41
DRG066,PID10019,RIDALBirmingham,17,12790.70,4489.58,3762.76
DRG066,PID10023,RIDALMontgomery,39,18203.61,5462.82,4624.35
DRG066,PID10024,RIDALMontgomery,43,16572.76,4811.00,3511.09
DRG066,PID10029,RIDALBirmingham,54,8675.40,4651.70,3458.35
DRG066,PID10033,RIDALBirmingham,91,28430.27,5947.90,4943.32
DRG066,PID10035,RIDALBirmingham,18,16303.88,4716.38,3244.27
DRG066,PID10036,RIDFLPensacola,19,13356.47,4540.21,3590.31
DRG066,PID10038,RIDALBirmingham,12,23899.50,4154.00,3216.00
DRG066,PID10039,RIDALHuntsville,79,23593.17,5218.88,3482.51
DRG066,PID10040,RIDALBirmingham,29,59397.41,4297.51,3249.10
DRG066,PID10045,RIDALTuscaloosa,11,14451.18,4715.27,3686.18
DRG066,PID10046,RIDALBirmingham,28,38763.50,4291.75,3289.03
DRG066,PID10049,RIDALDothan,11,24751.27,4277.00,3256.63
DRG066,PID10054,RIDALHuntsville,12,27682.58,4511.91,3581.91
DRG066,PID10055,RIDALDothan,22,22744.18,4311.31,3113.72
DRG066,PID10056,RIDALBirmingham,62,13801.35,4158.37,3103.69
DRG066,PID10078,RIDALBirmingham,24,19425.08,4447.25,3248.00
DRG066,PID10079,RIDALHuntsville,12,11938.25,5365.08,3369.75
DRG066,PID10083,RIDALMobile,21,22891.28,4142.71,3235.47
DRG066,PID10090,RIDALMobile,31,11244.67,4118.22,2969.48
DRG066,PID10092,RIDALTuscaloosa,120,20167.44,4933.50,3930.83
DRG066,PID10100,RIDALMobile,20,16238.65,3999.40,2990.20
DRG066,PID10103,RIDALBirmingham,21,28289.04,4884.42,3867.85
DRG066,PID10104,RIDALBirmingham,24,36251.91,5091.45,3604.91
DRG066,PID10112,RIDALBirmingham,13,6234.30,4190.69,3409.46
DRG066,PID10113,RIDALMobile,54,16141.59,4571.64,3260.61
DRG066,PID10118,RIDALBirmingham,22,21301.90,5626.81,4509.36
