class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG305,PID10016,RIDALBirmingham,16,20969.68,3408.68,2428.18
DRG305,PID10023,RIDALMontgomery,23,11238.73,4522.47,3014.60
DRG305,PID10024,RIDALMontgomery,20,13689.00,4204.60,2345.80
DRG305,PID10025,RIDALBirmingham,11,6086.45,3637.36,2597.09
DRG305,PID10029,RIDALBirmingham,13,8562.69,3505.23,2726.46
DRG305,PID10033,RIDALBirmingham,31,13379.87,4500.54,3432.61
DRG305,PID10038,RIDALBirmingham,11,17871.72,3186.63,2163.36
DRG305,PID10039,RIDALHuntsville,20,19585.35,4491.75,2427.00
DRG305,PID10040,RIDALBirmingham,15,31010.93,3214.40,2166.40
DRG305,PID10046,RIDALBirmingham,21,19256.71,3450.33,2149.42
DRG305,PID10054,RIDALHuntsville,17,16752.41,3453.41,2593.41
DRG305,PID10056,RIDALBirmingham,22,10810.36,3725.45,1874.00
DRG305,PID10078,RIDALBirmingham,24,11717.04,3308.00,2275.66
DRG305,PID10092,RIDALTuscaloosa,52,13998.42,3728.69,2839.23
DRG305,PID10103,RIDALBirmingham,16,17492.37,3665.00,2541.00
DRG305,PID10104,RIDALBirmingham,16,24602.43,3509.00,2528.50
DRG305,PID10112,RIDALBirmingham,23,3984.34,3188.34,2383.73
DRG305,PID10113,RIDALMobile,38,12925.05,3522.76,2266.21
DRG305,PID10118,RIDALBirmingham,19,15471.57,4268.26,3377.94
DRG305,PID10139,RIDALBirmingham,30,39286.26,3332.20,2166.43
DRG305,PID10149,RIDALMontgomery,20,10959.60,3719.95,2767.35
DRG305,PID30002,RIDAZPhoenix,25,17533.44,4946.96,3464.72
DRG305,PID30006,RIDAZTucson,24,14756.83,4221.04,3280.37
DRG305,PID30011,RIDAZTucson,19,20488.31,3638.15,2752.89
DRG305,PID30012,RIDAZPhoenix,14,20046.07,4299.71,3340.85
DRG305,PID30013,RIDAZPhoenix,11,13068.63,4219.63,3296.36
DRG305,PID30014,RIDAZPhoenix,18,21089.00,4013.44,3016.11
DRG305,PID30023,RIDAZPhoenix,11,33700.72,6380.27,5459.90
DRG305,PID30036,RIDAZMesa,11,23405.36,4344.18,2731.45
DRG305,PID30037,RIDAZPhoenix,11,31786.36,10046.90,3166.72
DRG305,PID30055,RIDAZPhoenix,11,18511.72,4451.18,3530.81
DRG305,PID30061,RIDAZSunCity,62,20474.70,3641.32,2711.98
DRG305,PID30064,RIDAZTucson,11,16132.54,6279.90,5459.54
DRG305,PID30065,RIDAZMesa,35,17823.37,4135.57,3269.62
DRG305,PID30088,RIDAZMesa,21,18801.14,3655.61,2686.85
DRG305,PID30089,RIDAZPhoenix,38,20517.92,4614.21,2867.47
DRG305,PID30092,RIDAZPhoenix,17,22729.94,4588.35,2709.11
DRG305,PID30093,RIDAZSunCity,45,19610.17,3658.15,2684.91
DRG305,PID30100,RIDAZTucson,11,14527.81,3351.00,2630.63
DRG305,PID30101,RIDNVLasVegas,13,33000.53,4265.92,2652.38
DRG305,PID30103,RIDAZPhoenix,17,15479.29,4965.00,3600.88
DRG305,PID30110,RIDAZPhoenix,18,16952.66,4405.94,3052.77
DRG305,PID30115,RIDAZPhoenix,18,20945.05,5027.38,2784.77
