class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG563,PID10006,RIDALBirmingham,11,15115.18,3821.18,2897.90
DRG563,PID10023,RIDALMontgomery,14,12743.71,4700.21,3462.78
DRG563,PID10024,RIDALMontgomery,13,21852.76,4023.46,3088.07
DRG563,PID10033,RIDALBirmingham,25,29579.84,5424.88,3660.04
DRG563,PID10036,RIDFLPensacola,11,11880.45,4016.00,3507.27
DRG563,PID10039,RIDALHuntsville,20,19678.80,5371.10,3225.30
DRG563,PID10049,RIDALDothan,14,17723.64,3376.57,2494.00
DRG563,PID10055,RIDALDothan,11,25561.18,3759.36,2739.00
DRG563,PID10056,RIDALBirmingham,12,9852.66,3650.00,3000.33
DRG563,PID10078,RIDALBirmingham,23,10926.26,3898.91,2608.47
DRG563,PID10090,RIDALMobile,11,8708.90,3817.18,2542.27
DRG563,PID10092,RIDALTuscaloosa,37,15270.18,4204.21,3434.48
DRG563,PID10113,RIDALMobile,13,13928.07,3841.00,2958.92
DRG563,PID10139,RIDALBirmingham,12,45208.16,3759.75,2499.41
DRG563,PID30002,RIDAZPhoenix,12,17016.66,5252.25,4224.33
DRG563,PID30006,RIDAZTucson,13,15322.46,4796.07,3438.00
DRG563,PID30012,RIDAZPhoenix,16,14098.56,4918.75,3865.50
DRG563,PID30013,RIDAZPhoenix,18,20706.94,5550.11,3843.44
DRG563,PID30014,RIDAZPhoenix,23,22129.17,5664.13,3244.47
DRG563,PID30038,RIDAZPhoenix,22,19770.77,4648.86,3627.04
DRG563,PID30061,RIDAZSunCity,39,27683.82,4308.94,2985.48
DRG563,PID30064,RIDAZTucson,15,24765.66,7796.86,6748.86
DRG563,PID30065,RIDAZMesa,18,17288.16,4620.61,3689.72
DRG563,PID30087,RIDAZPhoenix,16,19234.31,4590.62,2995.00
DRG563,PID30088,RIDAZMesa,12,13601.50,4281.16,3343.16
DRG563,PID30093,RIDAZSunCity,20,24956.20,4190.95,3178.55
DRG563,PID40007,RIDARLittleRock,17,18816.82,4269.52,3244.82
DRG563,PID40020,RIDARJonesboro,12,4514.66,4248.00,3318.00
DRG563,PID40022,RIDARSpringdale,14,21327.71,4022.07,3060.92
DRG563,PID40026,RIDARLittleRock,14,14696.00,3960.14,2999.00
DRG563,PID40036,RIDARLittleRock,16,11645.68,3797.18,2883.43
DRG563,PID40114,RIDARLittleRock,30,12903.16,4086.06,2914.33
DRG563,PID40119,RIDARLittleRock,15,11528.93,4040.40,3212.40
DRG563,PID50002,RIDCAAlamedaCounty,12,36689.41,7884.00,7323.33
DRG563,PID50007,RIDCASanMateoCounty,11,43680.00,5522.00,4507.45
DRG563,PID50022,RIDCASanBernardino,14,53390.50,6369.42,5408.28
DRG563,PID50025,RIDCASanDiego,23,26631.73,7774.04,6944.30
DRG563,PID50026,RIDCASanDiego,22,28064.18,5283.36,4360.09
DRG563,PID50030,RIDCAChico,20,26362.60,5467.80,4337.40
DRG563,PID50036,RIDCABakersfield,12,27373.58,5339.00,4317.33
DRG563,PID50039,RIDCAChico,14,29414.00,4905.92,4021.07
DRG563,PID50043,RIDCAAlamedaCounty,14,30878.85,7259.07,6210.21
DRG563,PID50047,RIDCASanFrancisco,16,34080.06,7595.37,6538.12
DRG563,PID50056,RIDCALosAngeles,20,16463.15,5891.75,5058.50
DRG563,PID50057,RIDCABakersfield,20,24807.35,5736.85,4513.65
DRG563,PID50058,RIDCALosAngeles,12,32343.58,6764.16,5831.50
DRG563,PID50063,RIDCALosAngeles,12,37612.58,7792.33,7231.66
DRG563,PID50077,RIDCASanDiego,35,30382.08,6356.40,5391.60
DRG563,PID50093,RIDCAFresno,25,25964.60,5249.40,4172.92
DRG563,PID50100,RIDCASanDiego,26,45553.00,5759.96,4894.11
DRG563,PID50112,RIDCALosAngeles,16,24839.87,5663.37,4684.87
DRG563,PID50116,RIDCALosAngeles,24,45885.45,5867.29,4930.62
DRG563,PID50124,RIDCALosAngeles,12,21911.25,4829.00,3796.66
DRG563,PID50125,RIDCASanJose,13,77402.23,8256.00,7559.38
DRG563,PID50133,RIDCASacramento,15,27770.66,5400.80,4572.80
DRG563,PID50145,RIDCASalinas,12,34805.16,5592.66,4746.33
DRG563,PID50169,RIDCALosAngeles,12,42673.66,5076.58,3596.50
DRG563,PID50174,RIDCASantaRosa,11,42717.72,6030.90,5013.45
DRG563,PID50179,RIDCAModesto,11,35715.90,5407.09,4292.54
DRG563,PID50180,RIDCAContraCostaCounty,19,65639.00,5598.00,4474.42
DRG563,PID50195,RIDCAAlamedaCounty,16,55197.18,7021.62,6111.87
DRG563,PID50225,RIDCAChico,16,56856.62,5099.87,4182.12
