class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG254,PID200009,RIDMEPortland,75,24496.86,12779.26,9104.00
DRG254,PID420087,RIDSCCharleston,18,36492.50,9628.11,7689.22
DRG254,PID10001,RIDALDothan,13,45614.84,8932.53,7756.69
DRG254,PID10005,RIDALBirmingham,11,25858.36,8918.18,7795.27
DRG254,PID10006,RIDALBirmingham,26,56956.73,8623.07,7841.84
DRG254,PID10010,RIDALHuntsville,13,27811.07,8694.38,8264.00
DRG254,PID10011,RIDALBirmingham,20,52892.75,9336.80,7583.25
DRG254,PID10016,RIDALBirmingham,38,53030.10,9096.60,8150.05
DRG254,PID10023,RIDALMontgomery,58,30926.75,11000.15,9290.96
DRG254,PID10029,RIDALBirmingham,49,21799.18,9101.28,8196.89
DRG254,PID10033,RIDALBirmingham,68,44869.35,12435.10,10344.23
DRG254,PID10038,RIDALBirmingham,14,102473.78,12653.35,7274.78
DRG254,PID10039,RIDALHuntsville,34,58527.58,10367.79,8431.55
DRG254,PID10040,RIDALBirmingham,15,75103.46,10887.73,6068.06
DRG254,PID10046,RIDALBirmingham,17,83073.82,8570.41,7151.58
DRG254,PID10056,RIDALBirmingham,45,28487.77,8142.11,7054.84
DRG254,PID10090,RIDALMobile,12,29673.25,8336.91,7398.91
DRG254,PID10092,RIDALTuscaloosa,69,31864.62,9494.24,8607.23
DRG254,PID10100,RIDALMobile,17,58105.29,8038.05,6976.41
DRG254,PID10103,RIDALBirmingham,24,53823.20,9580.79,8507.95
DRG254,PID10104,RIDALBirmingham,13,73429.84,9249.92,8212.38
DRG254,PID10113,RIDALMobile,129,22016.89,8723.42,7364.31
DRG254,PID10139,RIDALBirmingham,29,84921.44,7896.96,6826.06
DRG254,PID30002,RIDAZPhoenix,37,51284.54,12667.64,10771.83
DRG254,PID30006,RIDAZTucson,29,30883.93,11134.06,9703.06
DRG254,PID30011,RIDAZTucson,21,43372.85,9518.47,8554.28
DRG254,PID30024,RIDAZPhoenix,13,54711.00,13755.69,12769.07
DRG254,PID30030,RIDAZPhoenix,60,47493.65,12472.85,10740.70
DRG254,PID30061,RIDAZSunCity,23,51075.04,9356.34,8331.13
DRG254,PID30062,RIDAZPhoenix,13,31782.23,14508.38,13727.15
DRG254,PID30064,RIDAZTucson,17,44291.11,14936.35,14009.76
DRG254,PID30065,RIDAZMesa,19,43046.89,11952.84,8867.15
DRG254,PID30069,RIDAZPhoenix,27,40126.81,10469.55,9550.74
DRG254,PID30089,RIDAZPhoenix,31,45289.93,11338.19,9103.61
DRG254,PID30093,RIDAZSunCity,11,49224.72,9626.18,8602.90
DRG254,PID30101,RIDNVLasVegas,19,119252.73,10987.52,8334.57
DRG254,PID30105,RIDAZMesa,32,59171.81,9349.68,8064.21
DRG254,PID30110,RIDAZPhoenix,18,53466.33,11591.94,10110.16
DRG254,PID30114,RIDAZTucson,13,57091.84,9261.30,7279.76
DRG254,PID40004,RIDARSpringdale,27,54178.92,9720.85,7643.18
DRG254,PID40007,RIDARLittleRock,39,36271.79,9531.56,8580.28
DRG254,PID40014,RIDARLittleRock,14,31279.28,9112.00,8146.28
DRG254,PID40016,RIDARLittleRock,20,26306.55,12362.65,10527.45
DRG254,PID40020,RIDARJonesboro,22,14406.13,9874.27,8952.45
DRG254,PID40022,RIDARSpringdale,13,67402.69,9711.61,9107.00
DRG254,PID40026,RIDARLittleRock,15,48895.86,9281.26,8313.00
DRG254,PID40027,RIDMOSpringfield,62,37345.69,8797.17,7779.66
DRG254,PID40036,RIDARLittleRock,20,33416.90,8502.25,7575.80
DRG254,PID40071,RIDARLittleRock,11,48455.81,10537.36,8496.18
DRG254,PID40078,RIDARLittleRock,12,84736.75,9746.50,8808.50
DRG254,PID40114,RIDARLittleRock,41,34563.56,9447.92,7751.04
DRG254,PID40118,RIDARJonesboro,29,46005.48,10261.82,7795.03
DRG254,PID40134,RIDARLittleRock,228,42386.55,8336.49,7343.47
DRG254,PID50006,RIDCARedding,14,65573.21,12901.00,11854.42
DRG254,PID50007,RIDCASanMateoCounty,15,110224.73,13419.40,12593.60
DRG254,PID50013,RIDCANapa,30,85747.90,14975.90,14073.50
DRG254,PID50017,RIDCASacramento,36,77143.80,13485.55,12092.11
DRG254,PID50025,RIDCASanDiego,21,37263.14,16455.61,15546.85
DRG254,PID50026,RIDCASanDiego,30,63184.33,11893.13,10846.20
DRG254,PID50036,RIDCABakersfield,19,91640.31,12167.21,10941.84
DRG254,PID50039,RIDCAChico,27,53083.66,11074.66,10200.14
DRG254,PID50043,RIDCAAlamedaCounty,15,127230.13,16277.40,15382.46
DRG254,PID50057,RIDCABakersfield,32,45482.31,13307.93,10630.46
DRG254,PID50058,RIDCALosAngeles,13,53325.69,15709.53,14761.53
