class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG481,PID10152,RIDALMobile,13,44535.53,10490.30,8859.84
DRG481,PID10001,RIDALDothan,108,35220.98,10517.74,9328.97
DRG481,PID10005,RIDALBirmingham,28,21420.32,10703.42,9703.00
DRG481,PID10006,RIDALBirmingham,56,38069.41,9783.50,8620.10
DRG481,PID10010,RIDALHuntsville,29,25181.89,9467.27,8537.06
DRG481,PID10011,RIDALBirmingham,50,30915.06,10134.44,9037.38
DRG481,PID10016,RIDALBirmingham,37,47057.81,10423.32,9419.75
DRG481,PID10019,RIDALBirmingham,31,24500.87,10269.54,9476.51
DRG481,PID10023,RIDALMontgomery,60,38468.06,12332.36,11387.33
DRG481,PID10024,RIDALMontgomery,56,44046.41,10487.03,9644.89
DRG481,PID10029,RIDALBirmingham,53,17667.71,10501.30,9653.00
DRG481,PID10033,RIDALBirmingham,39,65318.66,14099.53,13145.00
DRG481,PID10035,RIDALBirmingham,36,34834.19,10126.44,9159.66
DRG481,PID10038,RIDALBirmingham,12,78969.25,9765.16,8735.50
DRG481,PID10039,RIDALHuntsville,148,50530.11,11468.85,9918.87
DRG481,PID10040,RIDALBirmingham,45,87530.17,9828.15,8606.97
DRG481,PID10046,RIDALBirmingham,25,83894.64,9848.92,8859.16
DRG481,PID10049,RIDALDothan,26,60294.96,9675.53,8728.76
DRG481,PID10055,RIDALDothan,90,42555.87,9753.23,8693.27
DRG481,PID10056,RIDALBirmingham,68,35046.47,9459.70,8602.05
DRG481,PID10061,RIDALHuntsville,14,33467.07,10323.57,9602.71
DRG481,PID10065,RIDALBirmingham,23,19667.43,10472.39,9397.95
DRG481,PID10078,RIDALBirmingham,67,36403.80,10140.91,8918.26
DRG481,PID10083,RIDALMobile,25,77069.44,10217.60,8612.16
DRG481,PID10085,RIDALHuntsville,41,19027.21,10001.63,9098.31
DRG481,PID10086,RIDALBirmingham,12,33635.91,9884.00,8948.66
DRG481,PID10089,RIDALBirmingham,31,44729.83,10775.64,9766.61
DRG481,PID10090,RIDALMobile,50,29096.96,9577.48,8591.46
DRG481,PID10092,RIDALTuscaloosa,58,44893.41,11271.75,10004.56
DRG481,PID10100,RIDALMobile,43,30446.13,9027.76,7985.16
DRG481,PID10103,RIDALBirmingham,35,64014.60,11128.11,10228.00
DRG481,PID10104,RIDALBirmingham,22,88570.36,10738.54,9971.09
DRG481,PID10113,RIDALMobile,62,34673.64,10733.27,8901.14
DRG481,PID10114,RIDALBirmingham,24,37953.91,10215.58,9327.41
DRG481,PID10118,RIDALBirmingham,12,39825.00,12628.83,10911.50
DRG481,PID10131,RIDALHuntsville,21,63872.71,9554.71,8641.38
DRG481,PID10139,RIDALBirmingham,47,90238.53,9452.82,8371.55
DRG481,PID10144,RIDALMobile,26,33766.69,9992.38,7686.00
DRG481,PID10145,RIDALTuscaloosa,14,44873.64,11964.92,11086.92
DRG481,PID10158,RIDALBirmingham,15,42999.80,10538.53,9943.33
DRG481,PID10168,RIDGAColumbus,18,31886.77,10198.72,8734.72
DRG481,PID20001,RIDAKAnchorage,26,66346.50,16523.88,15662.96
DRG481,PID20012,RIDAKAnchorage,13,54546.38,26139.92,25102.38
DRG481,PID20026,RIDAKAnchorage,18,38800.77,23783.44,22841.88
DRG481,PID30002,RIDAZPhoenix,29,52295.34,13984.31,13176.72
DRG481,PID30006,RIDAZTucson,50,34048.06,12638.00,11648.88
DRG481,PID30007,RIDAZPhoenix,46,69613.78,16929.60,16047.86
DRG481,PID30010,RIDAZTucson,42,41346.23,11762.11,10742.50
DRG481,PID30011,RIDAZTucson,44,41739.40,10980.97,9663.00
DRG481,PID30012,RIDAZPhoenix,40,42310.12,12497.15,11488.75
DRG481,PID30013,RIDAZPhoenix,45,52881.17,12696.24,11898.37
DRG481,PID30014,RIDAZPhoenix,28,63656.50,11993.89,11028.17
DRG481,PID30023,RIDAZPhoenix,44,67497.95,20597.97,19627.61
DRG481,PID30024,RIDAZPhoenix,25,58388.00,16270.40,15325.92
DRG481,PID30030,RIDAZPhoenix,19,51169.42,14151.47,12576.00
DRG481,PID30033,RIDAZPhoenix,18,83287.94,13282.16,12464.61
DRG481,PID30036,RIDAZMesa,42,76944.64,12269.33,10812.83
DRG481,PID30038,RIDAZPhoenix,58,56024.96,12618.27,10228.75
DRG481,PID30043,RIDAZTucson,22,49230.77,14827.63,14111.63
DRG481,PID30055,RIDAZPhoenix,26,54354.19,13744.61,12965.88
DRG481,PID30061,RIDAZSunCity,94,51265.13,10868.88,9639.68
DRG481,PID30062,RIDAZPhoenix,13,37569.15,17490.07,13557.15
DRG481,PID30064,RIDAZTucson,34,52469.44,18151.23,17159.00
DRG481,PID30065,RIDAZMesa,44,51116.40,12915.81,11239.93
DRG481,PID30068,RIDAZTucson,11,34540.09,18955.27,17926.18
DRG481,PID30069,RIDAZPhoenix,30,60250.63,14160.63,10994.10
DRG481,PID30083,RIDAZPhoenix,17,54804.29,12687.70,11698.29
DRG481,PID30085,RIDAZTucson,49,57521.85,10633.91,9693.91
DRG481,PID30087,RIDAZPhoenix,68,52300.52,10555.94,9678.35
DRG481,PID30088,RIDAZMesa,64,56274.25,10930.43,10017.68
DRG481,PID30089,RIDAZPhoenix,27,53713.70,12470.25,11425.66
DRG481,PID30092,RIDAZPhoenix,18,62369.66,11779.11,10780.00
DRG481,PID30093,RIDAZSunCity,98,58573.21,11062.60,9669.05
DRG481,PID30094,RIDAZPhoenix,14,43835.00,13374.50,11130.14
DRG481,PID30101,RIDNVLasVegas,12,121870.00,12616.25,11769.91
DRG481,PID30103,RIDAZPhoenix,35,42849.25,14137.22,11833.34
DRG481,PID30110,RIDAZPhoenix,15,56709.06,15942.46,11258.20
DRG481,PID30114,RIDAZTucson,23,56316.82,9927.69,8999.52
DRG481,PID30115,RIDAZPhoenix,19,64581.26,13173.10,11781.26
DRG481,PID30117,RIDNVLasVegas,11,77092.09,11834.72,11011.45
DRG481,PID30118,RIDAZPhoenix,19,42844.89,12368.36,11539.31
DRG481,PID30119,RIDAZMesa,27,63668.92,11658.48,10701.29
DRG481,PID30121,RIDAZMesa,37,93372.83,15733.62,11690.00
DRG481,PID30122,RIDAZMesa,24,55310.75,11413.83,10382.83
DRG481,PID30123,RIDAZPhoenix,13,53255.38,10566.53,9613.61
DRG481,PID40004,RIDARSpringdale,45,37852.02,10625.44,9083.28
DRG481,PID40007,RIDARLittleRock,55,36866.60,10586.10,9737.09
DRG481,PID40010,RIDARSpringdale,42,26242.57,9882.19,9018.38
DRG481,PID40014,RIDARLittleRock,47,30437.87,10372.21,9370.17
DRG481,PID40016,RIDARLittleRock,21,36820.14,14423.42,12335.33
DRG481,PID40017,RIDARSpringdale,31,29031.67,10580.54,9671.77
DRG481,PID40020,RIDARJonesboro,71,16747.90,11143.39,10328.15
DRG481,PID40022,RIDARSpringdale,36,60981.02,10827.38,9466.72
DRG481,PID40026,RIDARLittleRock,54,35781.81,10557.33,9611.22
DRG481,PID40027,RIDMOSpringfield,38,26922.34,9822.28,8874.92
DRG481,PID40029,RIDARLittleRock,40,25370.15,10058.30,9198.35
DRG481,PID40036,RIDARLittleRock,45,31042.44,9955.68,9148.60
DRG481,PID40039,RIDARJonesboro,22,24916.63,10996.72,10180.72
DRG481,PID40041,RIDARLittleRock,35,54356.97,11055.42,9778.20
DRG481,PID40055,RIDARFortSmith,70,40192.90,10633.60,9600.77
DRG481,PID40062,RIDARFortSmith,62,26001.19,9937.77,8754.22
DRG481,PID40071,RIDARLittleRock,43,39905.37,11832.27,10970.20
DRG481,PID40078,RIDARLittleRock,12,58496.50,10998.83,10254.83
DRG481,PID40084,RIDARLittleRock,26,25934.46,10062.57,9085.80
DRG481,PID40088,RIDARLittleRock,41,29975.34,10532.29,9655.80
DRG481,PID40114,RIDARLittleRock,105,36696.93,10455.49,9760.82
DRG481,PID40118,RIDARJonesboro,29,28135.48,10895.68,9652.37
DRG481,PID40119,RIDARLittleRock,40,30958.42,11031.97,9779.60
DRG481,PID50006,RIDCARedding,42,76286.16,14982.07,14072.54
DRG481,PID50007,RIDCASanMateoCounty,69,79704.81,13941.69,12981.63
DRG481,PID50009,RIDCANapa,34,95422.44,15715.23,14790.55
DRG481,PID50013,RIDCANapa,14,96907.28,17472.78,16511.64
DRG481,PID50014,RIDCASacramento,13,52268.61,15541.61,14421.92
DRG481,PID50016,RIDCASanLuisObispo,13,98363.15,12737.46,11607.92
DRG481,PID50017,RIDCASacramento,27,82077.33,17009.88,14019.96
DRG481,PID50022,RIDCASanBernardino,20,82581.15,15819.25,14863.45
DRG481,PID50025,RIDCASanDiego,38,51252.28,19119.44,18203.55
DRG481,PID50026,RIDCASanDiego,47,67926.63,13389.61,12382.80
DRG481,PID50030,RIDCAChico,23,53307.39,14103.78,13368.30
DRG481,PID50036,RIDCABakersfield,24,79147.12,14390.75,13547.08
DRG481,PID50038,RIDCASanJose,13,78502.69,26385.38,25347.84
DRG481,PID50039,RIDCAChico,62,66845.98,12668.38,11729.29
DRG481,PID50042,RIDCAChico,12,71264.66,14288.66,13175.33
DRG481,PID50043,RIDCAAlamedaCounty,29,114970.24,20853.86,19647.24
DRG481,PID50045,RIDCASanDiego,12,61046.33,16110.08,15172.08
DRG481,PID50047,RIDCASanFrancisco,36,90966.38,19602.05,18602.97
DRG481,PID50056,RIDCALosAngeles,29,58243.41,15693.79,14165.37
DRG481,PID50057,RIDCABakersfield,56,65922.28,14717.98,13763.46
DRG481,PID50060,RIDCAFresno,36,65292.38,17979.94,17015.83
DRG481,PID50063,RIDCALosAngeles,20,90952.25,20922.40,19887.30
DRG481,PID50069,RIDCAOrangeCounty,36,64760.72,12485.25,11514.02
DRG481,PID50077,RIDCASanDiego,55,85134.94,16399.16,15440.54
DRG481,PID50079,RIDCASanFrancisco,19,99087.42,17194.52,16246.31
DRG481,PID50082,RIDCAVentura,33,93598.24,14573.96,13656.51
DRG481,PID50084,RIDCAStockton,40,89027.85,15638.72,14653.02
DRG481,PID50093,RIDCAFresno,90,65928.10,13628.97,12616.57
DRG481,PID50099,RIDCASanBernardino,34,62577.73,12886.29,11721.55
DRG481,PID50100,RIDCASanDiego,48,65954.87,14599.10,12804.02
DRG481,PID50103,RIDCALosAngeles,16,102861.31,20177.56,19265.81
DRG481,PID50107,RIDCASantaBarbara,46,85589.41,14188.95,13261.47
DRG481,PID50108,RIDCASacramento,37,90469.83,15843.32,14962.16
DRG481,PID50112,RIDCALosAngeles,38,71283.21,15493.28,12788.76
DRG481,PID50115,RIDCASanDiego,34,51490.35,12360.55,10927.14
DRG481,PID50116,RIDCALosAngeles,42,107243.64,15436.02,14394.04
DRG481,PID50121,RIDCAFresno,31,51684.32,14556.51,13537.16
DRG481,PID50122,RIDCAStockton,13,87953.84,14608.61,13658.15
DRG481,PID50124,RIDCALosAngeles,20,57322.75,12513.50,11499.50
DRG481,PID50125,RIDCASanJose,26,155304.53,21623.30,19805.76
DRG481,PID50126,RIDCALosAngeles,15,59244.86,17247.13,16421.26
DRG481,PID50127,RIDCASacramento,12,80142.66,13786.00,12667.33
DRG481,PID50128,RIDCASanDiego,39,62424.51,13494.23,12575.25
DRG481,PID50129,RIDCASanBernardino,11,67370.72,15105.18,14387.72
DRG481,PID50132,RIDCALosAngeles,11,133116.72,17014.09,16096.63
DRG481,PID50133,RIDCASacramento,44,55360.52,14343.29,13321.47
DRG481,PID50136,RIDCASantaRosa,15,108727.26,15243.00,14268.33
DRG481,PID50145,RIDCASalinas,51,71494.33,14390.78,13231.76
DRG481,PID50150,RIDCASacramento,33,73701.03,13126.84,12171.21
DRG481,PID50152,RIDCASanFrancisco,11,101141.90,19045.36,17916.27
DRG481,PID50153,RIDCASanJose,40,100600.17,18504.55,17492.95
DRG481,PID50168,RIDCAOrangeCounty,58,63632.87,11930.43,10984.01
DRG481,PID50169,RIDCALosAngeles,27,96941.88,13314.55,12358.55
DRG481,PID50174,RIDCASantaRosa,80,115683.15,16256.57,15217.07
DRG481,PID50179,RIDCAModesto,38,106835.44,14363.57,13444.31
DRG481,PID50180,RIDCAContraCostaCounty,77,129671.49,14555.96,13651.53
DRG481,PID50194,RIDCASantaCruz,14,153309.57,21024.42,19980.07
DRG481,PID50195,RIDCAAlamedaCounty,29,156220.24,18208.75,17164.75
DRG481,PID50197,RIDCASanMateoCounty,27,125949.18,14881.14,13927.51
DRG481,PID50204,RIDCALosAngeles,19,106531.10,13521.42,12746.89
DRG481,PID50211,RIDCAAlamedaCounty,16,66874.68,15814.75,14840.25
DRG481,PID50222,RIDCASanDiego,20,93049.95,15075.10,14120.90
DRG481,PID50224,RIDCAOrangeCounty,57,52086.89,12015.36,10688.42
DRG481,PID50225,RIDCAChico,31,113941.09,13157.87,12109.22
DRG481,PID50226,RIDCAOrangeCounty,15,110840.86,13712.26,12657.86
DRG481,PID50228,RIDCASanFrancisco,24,144429.83,29869.54,29028.70
DRG481,PID50230,RIDCAOrangeCounty,14,84336.78,19146.78,18160.85
DRG481,PID50231,RIDCALosAngeles,16,87337.56,17636.18,16651.68
DRG481,PID50232,RIDCASanLuisObispo,19,90420.57,12438.31,11432.21
DRG481,PID50235,RIDCALosAngeles,59,109215.27,14154.40,12930.38
DRG481,PID50236,RIDCAVentura,13,75988.61,12647.84,11697.38
DRG481,PID50238,RIDCALosAngeles,35,66411.17,14146.60,13145.80
DRG481,PID50239,RIDCALosAngeles,42,93411.42,17728.14,17035.00
DRG481,PID50242,RIDCASantaCruz,52,98412.55,17031.15,15394.03
DRG481,PID50243,RIDCAPalmSprings/RanchoM,32,126869.75,14048.65,13033.78
DRG481,PID50254,RIDCASacramento,35,117782.77,14280.37,13224.02
DRG481,PID50261,RIDCABakersfield,17,88062.11,15468.82,14344.35
DRG481,PID50262,RIDCALosAngeles,14,80387.07,23969.57,22846.71
DRG481,PID50272,RIDCASanBernardino,13,57742.92,12651.23,11792.76
DRG481,PID50278,RIDCALosAngeles,29,103388.24,14425.86,13465.44
DRG481,PID50279,RIDCAPalmSprings/RanchoM,11,47688.00,15648.63,14731.18
DRG481,PID50280,RIDCARedding,77,60017.03,14582.29,13691.33
DRG481,PID50281,RIDCALosAngeles,11,76173.63,17847.36,16924.09
DRG481,PID50283,RIDCAAlamedaCounty,15,111687.73,15722.33,14898.60
DRG481,PID50289,RIDCASanMateoCounty,27,131689.29,17498.18,16545.74
DRG481,PID50290,RIDCALosAngeles,41,61674.19,11924.19,10855.21
DRG481,PID50295,RIDCABakersfield,33,70852.21,13120.36,11256.21
DRG481,PID50300,RIDCASanBernardino,17,71437.47,14028.41,13101.82
DRG481,PID50301,RIDCANapa,17,58240.05,14057.47,13132.76
DRG481,PID50305,RIDCAAlamedaCounty,26,98279.88,19371.80,18381.50
DRG481,PID50308,RIDCASanJose,60,100303.56,14831.76,13875.96
DRG481,PID50309,RIDCASacramento,52,65721.17,13170.34,12262.19
DRG481,PID50313,RIDCAStockton,13,73491.46,13637.69,12520.46
DRG481,PID50324,RIDCASanDiego,66,81403.12,11903.50,10848.81
DRG481,PID50327,RIDCASanBernardino,32,91537.40,20313.21,19487.90
DRG481,PID50329,RIDCAOrangeCounty,11,54806.27,14638.63,13724.09
DRG481,PID50334,RIDCASalinas,43,68186.00,16651.13,15657.48
DRG481,PID50335,RIDCAModesto,36,101750.75,16174.63,15077.63
DRG481,PID50336,RIDCASacramento,29,122354.72,14051.79,13159.51
DRG481,PID50351,RIDCALosAngeles,48,64977.12,12557.75,11597.50
DRG481,PID50353,RIDCALosAngeles,39,83289.56,13976.07,11900.30
DRG481,PID50357,RIDCASantaBarbara,12,54499.75,11559.50,10085.25
DRG481,PID50360,RIDCASanFrancisco,53,100204.16,15898.67,15008.26
DRG481,PID50367,RIDCAContraCostaCounty,27,186194.62,20745.96,19784.03
DRG481,PID50380,RIDCASanJose,37,110629.02,15288.67,14285.10
DRG481,PID50382,RIDCALosAngeles,28,59899.53,17240.50,16242.35
DRG481,PID50390,RIDCASanBernardino,33,61670.18,13738.03,12851.96
DRG481,PID50393,RIDCALosAngeles,18,84877.50,15497.77,14807.77
DRG481,PID50394,RIDCAVentura,26,73153.42,12326.03,11460.19
DRG481,PID50396,RIDCASantaBarbara,30,62914.80,13590.93,12362.06
