class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG689,PID10001,RIDALDothan,22,32679.22,6892.90,6279.81
DRG689,PID10005,RIDALBirmingham,24,16579.33,6596.66,5842.00
DRG689,PID10006,RIDALBirmingham,22,20931.90,6218.18,5658.00
DRG689,PID10007,RIDALDothan,13,19130.23,6263.53,5743.53
DRG689,PID10010,RIDALHuntsville,21,11627.19,6145.19,5342.71
DRG689,PID10011,RIDALBirmingham,32,28215.00,7015.53,6240.28
DRG689,PID10016,RIDALBirmingham,22,37063.13,6688.18,5448.50
DRG689,PID10019,RIDALBirmingham,14,19638.50,6652.57,6010.28
DRG689,PID10021,RIDALDothan,12,10651.58,6776.75,6307.75
DRG689,PID10023,RIDALMontgomery,26,24868.92,7988.23,7301.46
DRG689,PID10024,RIDALMontgomery,37,33393.51,6810.94,5908.75
DRG689,PID10029,RIDALBirmingham,21,11491.00,6908.28,5680.57
DRG689,PID10033,RIDALBirmingham,55,26867.01,9082.49,7501.83
DRG689,PID10035,RIDALBirmingham,31,17524.41,5998.32,5380.64
DRG689,PID10038,RIDALBirmingham,13,22249.69,6707.23,5224.30
DRG689,PID10039,RIDALHuntsville,148,26465.93,7239.22,6317.11
DRG689,PID10040,RIDALBirmingham,19,58758.94,6242.78,5499.73
DRG689,PID10046,RIDALBirmingham,16,56407.37,6306.68,5740.68
DRG689,PID10050,RIDALBirmingham,12,17403.83,7477.41,6641.75
DRG689,PID10054,RIDALHuntsville,11,40158.63,7855.54,4895.18
DRG689,PID10055,RIDALDothan,31,29167.74,6332.12,5501.54
DRG689,PID10056,RIDALBirmingham,50,16843.78,6383.94,5172.70
DRG689,PID10061,RIDALHuntsville,20,16834.95,6826.45,5895.75
DRG689,PID10065,RIDALBirmingham,22,9859.63,6447.63,5477.27
DRG689,PID10078,RIDALBirmingham,49,30017.81,6474.30,5677.22
DRG689,PID10079,RIDALHuntsville,21,15195.90,6916.61,6060.23
DRG689,PID10085,RIDALHuntsville,52,8871.34,6515.53,5838.94
DRG689,PID10086,RIDALBirmingham,16,19426.87,5882.62,5112.37
DRG689,PID10089,RIDALBirmingham,14,31821.35,6623.64,5660.21
DRG689,PID10090,RIDALMobile,34,25622.11,6398.76,5283.23
DRG689,PID10092,RIDALTuscaloosa,71,31789.09,7721.91,6437.00
DRG689,PID10101,RIDALBirmingham,11,19000.00,7904.63,6795.63
DRG689,PID10103,RIDALBirmingham,42,37511.73,6907.54,6136.28
DRG689,PID10104,RIDALBirmingham,21,54030.52,7715.19,6573.76
DRG689,PID10113,RIDALMobile,48,27272.93,6653.35,5423.52
DRG689,PID10114,RIDALBirmingham,17,21014.11,6785.23,6060.29
DRG689,PID10118,RIDALBirmingham,21,27048.38,8417.28,6969.42
DRG689,PID10126,RIDALMontgomery,21,19089.57,6953.23,5720.00
DRG689,PID10131,RIDALHuntsville,33,34858.15,6705.78,5276.45
DRG689,PID10139,RIDALBirmingham,14,82340.50,5961.21,5381.85
DRG689,PID10149,RIDALMontgomery,12,28490.16,7095.00,6182.58
DRG689,PID10152,RIDALMobile,13,20234.69,6403.38,5798.76
DRG689,PID10164,RIDALBirmingham,11,26128.09,7239.81,6834.00
DRG689,PID20001,RIDAKAnchorage,12,38573.75,10253.25,9692.58
DRG689,PID30002,RIDAZPhoenix,21,29373.00,9342.57,8048.95
DRG689,PID30006,RIDAZTucson,36,32329.50,8685.13,7656.19
DRG689,PID30010,RIDAZTucson,14,22469.00,7789.35,6821.35
DRG689,PID30011,RIDAZTucson,18,23575.44,6618.77,5810.11
DRG689,PID30012,RIDAZPhoenix,11,28667.18,8465.45,7648.00
DRG689,PID30013,RIDAZPhoenix,38,31882.18,8169.34,7490.05
DRG689,PID30014,RIDAZPhoenix,39,27575.87,7907.15,7187.25
DRG689,PID30016,RIDAZPhoenix,16,41511.06,10018.06,9245.81
DRG689,PID30024,RIDAZPhoenix,20,33663.85,10011.85,8725.50
DRG689,PID30036,RIDAZMesa,46,34119.60,7507.30,6789.00
DRG689,PID30038,RIDAZPhoenix,21,36177.23,7772.61,7102.33
DRG689,PID30043,RIDAZTucson,27,19850.70,9233.55,8692.07
DRG689,PID30055,RIDAZPhoenix,18,20826.16,8522.66,7771.55
DRG689,PID30061,RIDAZSunCity,38,32705.21,6823.28,6003.36
DRG689,PID30064,RIDAZTucson,28,34229.17,12722.46,12109.35
