class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG811,PID280040,RIDNEOmaha,12,19876.75,6936.50,6192.50
DRG811,PID360098,RIDOHCleveland,20,30030.70,6657.75,5742.85
DRG811,PID390091,RIDPAErie,15,11300.80,6436.73,6212.46
DRG811,PID450193,RIDTXHouston,42,48365.95,11825.71,7894.83
DRG811,PID450196,RIDTXDallas,15,16478.40,7593.73,6843.33
DRG811,PID450668,RIDTXElPaso,17,62871.05,9718.29,6528.23
DRG811,PID80007,RIDMDSalisbury,14,27068.85,7707.00,6788.00
DRG811,PID100281,RIDFLMiami,30,46910.73,9052.66,7107.16
DRG811,PID100284,RIDFLMiami,14,35179.35,11963.28,11321.00
DRG811,PID110125,RIDGAMacon,27,32293.81,8494.55,8035.74
DRG811,PID150018,RIDINSouthBend,21,27758.85,7205.61,6669.61
DRG811,PID10001,RIDALDothan,23,32165.86,7090.69,6405.82
DRG811,PID10006,RIDALBirmingham,24,30195.62,6574.41,5817.54
DRG811,PID10016,RIDALBirmingham,11,31699.45,6966.45,6149.00
DRG811,PID10021,RIDALDothan,12,10618.00,7378.83,6815.50
DRG811,PID10029,RIDALBirmingham,17,10081.17,7168.05,6372.76
DRG811,PID10033,RIDALBirmingham,34,27645.91,9816.79,8704.26
DRG811,PID10035,RIDALBirmingham,11,24601.27,6884.36,6272.72
DRG811,PID10039,RIDALHuntsville,33,32320.75,7609.21,6569.78
DRG811,PID10040,RIDALBirmingham,42,59925.92,7381.95,5531.38
DRG811,PID10046,RIDALBirmingham,24,45862.16,6555.00,5966.75
DRG811,PID10056,RIDALBirmingham,12,20768.25,6887.50,6320.16
DRG811,PID10065,RIDALBirmingham,12,10103.25,6923.50,6174.16
DRG811,PID10078,RIDALBirmingham,20,27055.05,6691.05,5807.15
DRG811,PID10079,RIDALHuntsville,13,21472.61,8432.69,7653.92
DRG811,PID10085,RIDALHuntsville,14,10419.35,6887.00,6085.28
DRG811,PID10090,RIDALMobile,22,19598.81,6902.31,5564.63
DRG811,PID10092,RIDALTuscaloosa,36,37799.25,8322.63,6648.55
DRG811,PID10103,RIDALBirmingham,12,26691.58,7499.25,6841.58
DRG811,PID10104,RIDALBirmingham,12,73707.75,7595.41,6943.08
DRG811,PID10113,RIDALMobile,29,34235.55,7040.03,5699.44
DRG811,PID10118,RIDALBirmingham,15,30716.26,8728.26,7906.66
DRG811,PID10131,RIDALHuntsville,13,52410.69,6591.61,5899.92
DRG811,PID230053,RIDMIDetroit,35,22013.20,11531.91,10762.08
DRG811,PID10139,RIDALBirmingham,15,119449.33,6613.33,6030.60
DRG811,PID20001,RIDAKAnchorage,13,44887.69,11915.15,11049.30
DRG811,PID30002,RIDAZPhoenix,21,32825.33,10334.14,7614.66
DRG811,PID30006,RIDAZTucson,15,40425.60,10807.26,10035.86
DRG811,PID30013,RIDAZPhoenix,15,30350.60,9584.73,8985.26
DRG811,PID30016,RIDAZPhoenix,12,22864.16,8631.00,7666.75
DRG811,PID30036,RIDAZMesa,12,39011.91,8103.16,6867.16
DRG811,PID30061,RIDAZSunCity,24,41656.79,7300.25,6828.58
DRG811,PID30064,RIDAZTucson,21,47297.95,15489.57,14889.28
DRG811,PID30088,RIDAZMesa,23,24700.00,7530.04,6589.47
DRG811,PID30093,RIDAZSunCity,14,29958.85,7468.78,6835.64
DRG811,PID30101,RIDNVLasVegas,11,78902.18,8394.18,7479.63
DRG811,PID30103,RIDAZPhoenix,12,20270.58,9139.50,8762.16
DRG811,PID30115,RIDAZPhoenix,17,50361.35,10871.52,10357.35
DRG811,PID40007,RIDARLittleRock,31,34074.12,8510.09,7031.29
DRG811,PID40014,RIDARLittleRock,20,17594.60,7073.60,6738.80
DRG811,PID40016,RIDARLittleRock,16,20672.06,9971.43,9394.25
DRG811,PID40020,RIDARJonesboro,24,12081.62,7668.45,6919.12
DRG811,PID40022,RIDARSpringdale,21,25380.76,7225.28,6584.52
DRG811,PID40027,RIDMOSpringfield,11,15834.81,6758.54,6144.09
DRG811,PID40036,RIDARLittleRock,11,17852.00,6800.00,6082.54
DRG811,PID40041,RIDARLittleRock,11,24855.63,7416.54,7004.90
DRG811,PID40062,RIDARFortSmith,12,23014.83,6621.00,5871.66
DRG811,PID40071,RIDARLittleRock,34,34738.14,8719.38,7720.29
DRG811,PID40114,RIDARLittleRock,16,23257.06,7112.87,6399.68
DRG811,PID40118,RIDARJonesboro,16,22997.56,7829.43,6202.37
DRG811,PID40119,RIDARLittleRock,12,23905.33,7588.00,7121.66
DRG811,PID40134,RIDARLittleRock,13,20870.23,6423.00,5728.84
DRG811,PID50007,RIDCASanMateoCounty,20,42406.35,9684.00,8838.20
DRG811,PID50009,RIDCANapa,13,60438.46,10478.23,9225.46
DRG811,PID50017,RIDCASacramento,14,57090.92,10431.00,9315.00
DRG811,PID50018,RIDCALosAngeles,13,20892.00,14576.61,14232.00
DRG811,PID50022,RIDCASanBernardino,15,83196.46,11946.00,11568.73
DRG811,PID50026,RIDCASanDiego,28,51467.32,9555.32,8879.28
DRG811,PID50030,RIDCAChico,15,37009.66,9593.00,8840.46
DRG811,PID50036,RIDCABakersfield,14,75476.71,11454.78,10638.00
DRG811,PID50043,RIDCAAlamedaCounty,14,64095.07,13954.50,13471.57
DRG811,PID50056,RIDCALosAngeles,24,39541.66,11321.87,10338.70
DRG811,PID50058,RIDCALosAngeles,12,69308.75,12194.25,11795.33
DRG811,PID50069,RIDCAOrangeCounty,17,54447.94,10360.11,9481.58
DRG811,PID50077,RIDCASanDiego,29,37348.62,11066.48,10219.68
DRG811,PID50082,RIDCAVentura,13,42997.69,10619.92,8377.84
DRG811,PID50084,RIDCAStockton,13,106271.46,13128.23,12523.61
DRG811,PID50089,RIDCASanBernardino,12,49161.91,12606.08,12137.08
DRG811,PID50093,RIDCAFresno,21,47261.95,11905.14,11156.57
DRG811,PID50099,RIDCASanBernardino,12,27208.00,8740.50,7965.58
DRG811,PID50100,RIDCASanDiego,11,73744.00,11581.00,11075.18
DRG811,PID50103,RIDCALosAngeles,22,84518.36,15512.36,14050.27
DRG811,PID50104,RIDCALosAngeles,26,40915.03,13767.42,13249.26
DRG811,PID50108,RIDCASacramento,18,57710.61,12589.38,11889.00
DRG811,PID50112,RIDCALosAngeles,17,57701.00,19297.23,8673.64
DRG811,PID50115,RIDCASanDiego,19,62312.94,10919.89,10148.73
DRG811,PID50116,RIDCALosAngeles,20,58283.60,14284.40,9175.00
DRG811,PID50121,RIDCAFresno,26,36754.61,10514.38,9517.92
DRG811,PID50125,RIDCASanJose,15,80511.20,14170.00,12838.80
DRG811,PID50126,RIDCALosAngeles,12,38734.41,11549.58,11077.91
DRG811,PID50129,RIDCASanBernardino,16,45073.93,10377.31,9852.68
DRG811,PID50132,RIDCALosAngeles,20,91526.45,13415.40,12197.55
DRG811,PID50150,RIDCASacramento,13,33634.76,9035.46,8343.76
DRG811,PID50153,RIDCASanJose,17,54251.88,12824.88,12152.23
DRG811,PID50168,RIDCAOrangeCounty,16,74727.00,12046.06,11554.81
DRG811,PID50191,RIDCALosAngeles,14,52797.14,12308.42,11747.00
DRG811,PID50194,RIDCASantaCruz,11,85127.27,13617.63,13006.00
DRG811,PID50195,RIDCAAlamedaCounty,11,120874.09,12373.90,11556.45
DRG811,PID50224,RIDCAOrangeCounty,18,46537.72,12979.88,12089.05
DRG811,PID50226,RIDCAOrangeCounty,17,81875.52,11148.00,10556.17
DRG811,PID50230,RIDCAOrangeCounty,17,45059.35,13261.76,12416.52
DRG811,PID50235,RIDCALosAngeles,22,63995.27,9336.95,8465.13
DRG811,PID50238,RIDCALosAngeles,25,42535.96,10219.16,9654.44
DRG811,PID50239,RIDCALosAngeles,21,89388.28,14148.76,13346.23
DRG811,PID50243,RIDCAPalmSprings/RanchoM,13,52315.38,9720.30,9273.00
DRG811,PID50261,RIDCABakersfield,11,35940.81,12969.18,8943.27
DRG811,PID50262,RIDCALosAngeles,15,99857.66,25073.20,23719.00
DRG811,PID50278,RIDCALosAngeles,12,93365.41,9953.33,9392.66
DRG811,PID50280,RIDCARedding,12,36062.66,10444.66,9553.83
DRG811,PID50283,RIDCAAlamedaCounty,13,98689.38,12683.30,11732.84
DRG811,PID50289,RIDCASanMateoCounty,11,62314.90,11742.18,11027.63
