class,providerId,providerRegionDescription,totalDischarges,averageCoveredPayments,averageTotalPayments,averageMedicarePayments
DRG460,PID70029,RIDCTHartford,11,87622.00,24542.09,23521.72
DRG460,PID70033,RIDCTNewHaven,57,76670.15,32285.29,24279.63
DRG460,PID10001,RIDALDothan,88,79955.22,21572.10,20307.47
DRG460,PID10006,RIDALBirmingham,16,71199.06,19646.56,18524.56
DRG460,PID10011,RIDALBirmingham,28,44224.07,20594.92,19271.14
DRG460,PID10016,RIDALBirmingham,16,72088.62,21391.56,20265.56
DRG460,PID10019,RIDALBirmingham,15,46687.13,20479.40,19223.53
DRG460,PID10023,RIDALMontgomery,87,68579.74,24165.87,22734.36
DRG460,PID10024,RIDALMontgomery,26,86991.69,19307.88,16997.50
DRG460,PID10029,RIDALBirmingham,68,21212.27,21507.79,20342.64
DRG460,PID10033,RIDALBirmingham,62,85098.24,27768.80,25458.67
DRG460,PID10035,RIDALBirmingham,16,57673.81,19649.00,17508.62
DRG460,PID10039,RIDALHuntsville,183,124519.79,24005.56,20472.68
DRG460,PID10040,RIDALBirmingham,99,114737.67,20057.09,18269.87
DRG460,PID10055,RIDALDothan,96,74164.38,19759.96,18045.55
DRG460,PID10056,RIDALBirmingham,132,49233.78,19046.08,17423.82
DRG460,PID10065,RIDALBirmingham,17,22577.58,20343.11,17689.05
DRG460,PID10089,RIDALBirmingham,45,58798.97,21350.26,19722.35
DRG460,PID10090,RIDALMobile,49,50026.44,22615.22,17654.51
DRG460,PID10092,RIDALTuscaloosa,44,66339.45,22615.43,21043.20
DRG460,PID10103,RIDALBirmingham,20,111408.70,21351.20,19837.30
DRG460,PID10104,RIDALBirmingham,69,112660.76,20791.66,19272.08
DRG460,PID10113,RIDALMobile,101,38601.54,19522.46,17068.21
DRG460,PID10131,RIDALHuntsville,106,132440.66,20275.48,18127.16
DRG460,PID10139,RIDALBirmingham,178,78996.12,18734.23,16576.34
DRG460,PID10144,RIDALMobile,11,73927.00,19949.09,14406.00
DRG460,PID10145,RIDALTuscaloosa,29,66945.31,24712.13,23060.41
DRG460,PID10158,RIDALBirmingham,15,45943.73,21090.20,20117.66
DRG460,PID10168,RIDGAColumbus,65,56367.06,22169.63,20502.46
DRG460,PID20001,RIDAKAnchorage,62,79483.30,34147.32,30868.93
DRG460,PID20017,RIDAKAnchorage,41,152779.80,40029.12,26925.75
DRG460,PID20026,RIDAKAnchorage,15,83271.33,46675.33,44699.00
DRG460,PID30002,RIDAZPhoenix,14,102920.78,30576.64,26264.35
DRG460,PID30006,RIDAZTucson,101,75925.05,26100.00,23320.35
DRG460,PID30010,RIDAZTucson,39,82006.87,24372.71,23452.10
DRG460,PID30011,RIDAZTucson,35,91753.51,22752.37,21721.97
DRG460,PID30012,RIDAZPhoenix,38,118435.76,28687.65,26094.42
DRG460,PID30013,RIDAZPhoenix,21,104030.23,26407.42,25709.71
DRG460,PID30014,RIDAZPhoenix,13,180806.30,27562.23,23902.38
DRG460,PID30023,RIDAZPhoenix,185,64503.50,40747.35,37472.09
DRG460,PID30024,RIDAZPhoenix,157,164058.05,35140.59,29305.98
DRG460,PID30038,RIDAZPhoenix,61,104087.73,25534.36,21467.54
DRG460,PID30061,RIDAZSunCity,20,93764.90,22313.55,21192.75
DRG460,PID30064,RIDAZTucson,18,223532.61,41872.50,39002.00
DRG460,PID30065,RIDAZMesa,44,81469.77,27778.18,22753.86
DRG460,PID30069,RIDAZPhoenix,34,107739.67,25057.14,23970.67
DRG460,PID30085,RIDAZTucson,95,108054.86,23110.90,20795.18
DRG460,PID30087,RIDAZPhoenix,95,91105.07,24431.13,19474.41
DRG460,PID30089,RIDAZPhoenix,27,122963.51,31977.66,22873.25
DRG460,PID30103,RIDAZPhoenix,20,62491.00,29516.80,21300.50
DRG460,PID30107,RIDAZMesa,31,55145.90,21739.09,20612.25
DRG460,PID30108,RIDAZPhoenix,105,51882.60,21815.69,19807.09
DRG460,PID30119,RIDAZMesa,17,173461.52,26288.58,23193.05
DRG460,PID30121,RIDAZMesa,13,141760.07,26067.15,24940.07
DRG460,PID30123,RIDAZPhoenix,32,88991.65,23320.90,18599.18
DRG460,PID40004,RIDARSpringdale,16,72165.68,23328.56,18844.25
DRG460,PID40007,RIDARLittleRock,266,66667.32,23055.17,20201.95
DRG460,PID40010,RIDARSpringdale,17,51507.05,20979.52,19917.88
DRG460,PID40016,RIDARLittleRock,13,64529.61,29228.38,26513.46
DRG460,PID40020,RIDARJonesboro,26,41206.19,23938.26,21722.84
DRG460,PID40022,RIDARSpringdale,28,131056.75,26345.21,21486.67
